PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"29769416","Endogenous systems involved in exercise-induced analgesia","Da Silva Santos R, Galdino G.","J Physiol Pharmacol. 2018 Feb;69(1):3-13. doi: 10.26402/jpp.2018.1.01. Epub 2018 May 8.","Da Silva Santos R","J Physiol Pharmacol","2018","2018/05/18","","","10.26402/jpp.2018.1.01"
"30042373","General Pathways of Pain Sensation and the Major Neurotransmitters Involved in Pain Regulation","Yam MF, Loh YC, Tan CS, Khadijah Adam S, Abdul Manan N, Basir R.","Int J Mol Sci. 2018 Jul 24;19(8):2164. doi: 10.3390/ijms19082164.","Yam MF","Int J Mol Sci","2018","2018/07/26","PMC6121522","","10.3390/ijms19082164"
"30232847","[Mechanisms of Acupuncture for Inflammatory Pain]","Li Y, Wu F, Cheng K, Shen XY, Lao LX.","Zhen Ci Yan Jiu. 2018 Aug 25;43(8):467-75. doi: 10.13702/j.1000-0607.180196.","Li Y","Zhen Ci Yan Jiu","2018","2018/09/21","","","10.13702/j.1000-0607.180196"
"29413008","The Role of Diet in the Treatment of Irritable Bowel Syndrome: A Systematic Review","Singh R, Salem A, Nanavati J, Mullin GE.","Gastroenterol Clin North Am. 2018 Mar;47(1):107-137. doi: 10.1016/j.gtc.2017.10.003.","Singh R","Gastroenterol Clin North Am","2018","2018/02/08","","","10.1016/j.gtc.2017.10.003"
"29561651","Targeting human urinary metabolome by LC-MS/MS: a review","Rodríguez-Morató J, Pozo ÓJ, Marcos J.","Bioanalysis. 2018 Apr 1;10(7):489-516. doi: 10.4155/bio-2017-0285. Epub 2018 Mar 21.","Rodríguez-Morató J","Bioanalysis","2018","2018/03/22","","","10.4155/bio-2017-0285"
"29420932","Dopamine's Effects on Corticostriatal Synapses during Reward-Based Behaviors","Bamford NS, Wightman RM, Sulzer D.","Neuron. 2018 Feb 7;97(3):494-510. doi: 10.1016/j.neuron.2018.01.006.","Bamford NS","Neuron","2018","2018/02/09","PMC5808590","NIHMS932381","10.1016/j.neuron.2018.01.006"
"30377363","Stability, affinity, and chromatic variants of the glutamate sensor iGluSnFR","Marvin JS, Scholl B, Wilson DE, Podgorski K, Kazemipour A, Müller JA, Schoch S, Quiroz FJU, Rebola N, Bao H, Little JP, Tkachuk AN, Cai E, Hantman AW, Wang SS, DePiero VJ, Borghuis BG, Chapman ER, Dietrich D, DiGregorio DA, Fitzpatrick D, Looger LL.","Nat Methods. 2018 Nov;15(11):936-939. doi: 10.1038/s41592-018-0171-3. Epub 2018 Oct 30.","Marvin JS","Nat Methods","2018","2018/11/01","PMC6394230","HHMIMS1506372","10.1038/s41592-018-0171-3"
"29948820","New Insights in Understanding and Treating Bone Fracture Pain","Mitchell SAT, Majuta LA, Mantyh PW.","Curr Osteoporos Rep. 2018 Aug;16(4):325-332. doi: 10.1007/s11914-018-0446-8.","Mitchell SAT","Curr Osteoporos Rep","2018","2018/06/28","PMC6355163","NIHMS1005935","10.1007/s11914-018-0446-8"
"30372766","Inherited Disorders of Neurotransmitters: Classification and Practical Approaches for Diagnosis and Treatment","Brennenstuhl H, Jung-Klawitter S, Assmann B, Opladen T.","Neuropediatrics. 2019 Feb;50(1):2-14. doi: 10.1055/s-0038-1673630. Epub 2018 Oct 29.","Brennenstuhl H","Neuropediatrics","2019","2018/10/30","","","10.1055/s-0038-1673630"
"28800937","Vortioxetine: A new alternative for the treatment of major depressive disorder","Salagre E, Grande I, Solé B, Sanchez-Moreno J, Vieta E.","Rev Psiquiatr Salud Ment. 2018 Jan-Mar;11(1):48-59. doi: 10.1016/j.rpsm.2017.06.006. Epub 2017 Aug 8.","Salagre E","Rev Psiquiatr Salud Ment","2018","2017/08/13","","","10.1016/j.rpsm.2017.06.006"
"28486925","The Mutual Interaction Between Sleep and Epilepsy on the Neurobiological Basis and Therapy","Wang YQ, Zhang MQ, Li R, Qu WM, Huang ZL.","Curr Neuropharmacol. 2018;16(1):5-16. doi: 10.2174/1570159X15666170509101237.","Wang YQ","Curr Neuropharmacol","2018","2017/05/11","PMC5771383","","10.2174/1570159X15666170509101237"
"30498474","Microglia in Alzheimer's Disease: Risk Factors and Inflammation","Katsumoto A, Takeuchi H, Takahashi K, Tanaka F.","Front Neurol. 2018 Nov 15;9:978. doi: 10.3389/fneur.2018.00978. eCollection 2018.","Katsumoto A","Front Neurol","2018","2018/12/01","PMC6249341","","10.3389/fneur.2018.00978"
"30450823","Pharmacological effects of berberine on mood disorders","Fan J, Zhang K, Jin Y, Li B, Gao S, Zhu J, Cui R.","J Cell Mol Med. 2019 Jan;23(1):21-28. doi: 10.1111/jcmm.13930. Epub 2018 Nov 18.","Fan J","J Cell Mol Med","2019","2018/11/20","PMC6307759","","10.1111/jcmm.13930"
"31211281","The human hypothalamus in mood disorders: The HPA axis in the center","Bao AM, Swaab DF.","IBRO Rep. 2018 Dec 14;6:45-53. doi: 10.1016/j.ibror.2018.11.008. eCollection 2019 Jun.","Bao AM","IBRO Rep","2018","2019/06/19","PMC6562194","","10.1016/j.ibror.2018.11.008"
"30367342","An overview of energy and metabolic regulation","Wen S, Wang C, Gong M, Zhou L.","Sci China Life Sci. 2019 Jun;62(6):771-790. doi: 10.1007/s11427-018-9371-4. Epub 2018 Oct 18.","Wen S","Sci China Life Sci","2019","2018/10/28","","","10.1007/s11427-018-9371-4"
"30054020","GPCRs in NLRP3 Inflammasome Activation, Regulation, and Therapeutics","Tang T, Gong T, Jiang W, Zhou R.","Trends Pharmacol Sci. 2018 Sep;39(9):798-811. doi: 10.1016/j.tips.2018.07.002. Epub 2018 Jul 24.","Tang T","Trends Pharmacol Sci","2018","2018/07/29","","","10.1016/j.tips.2018.07.002"
"29340928","Microbiota Signaling Pathways that Influence Neurologic Disease","Cox LM, Weiner HL.","Neurotherapeutics. 2018 Jan;15(1):135-145. doi: 10.1007/s13311-017-0598-8.","Cox LM","Neurotherapeutics","2018","2018/01/18","PMC5794708","","10.1007/s13311-017-0598-8"
"29627516","Lighting up the brain: genetically encoded fluorescent sensors for imaging neurotransmitters and neuromodulators","Wang H, Jing M, Li Y.","Curr Opin Neurobiol. 2018 Jun;50:171-178. doi: 10.1016/j.conb.2018.03.010. Epub 2018 Apr 5.","Wang H","Curr Opin Neurobiol","2018","2018/04/09","PMC5984720","NIHMS957907","10.1016/j.conb.2018.03.010"
"29231147","Neuroendocrine and Metabolic Disorders in Bulimia Nervosa","Milano W, Capasso A.","Endocr Metab Immune Disord Drug Targets. 2018;18(4):297-305. doi: 10.2174/1871530318666171212092725.","Milano W","Endocr Metab Immune Disord Drug Targets","2018","2017/12/13","","","10.2174/1871530318666171212092725"
"30323120","Polyphenols-gut microbiota interplay and brain neuromodulation","Filosa S, Di Meo F, Crispi S.","Neural Regen Res. 2018 Dec;13(12):2055-2059. doi: 10.4103/1673-5374.241429.","Filosa S","Neural Regen Res","2018","2018/10/17","PMC6199944","","10.4103/1673-5374.241429"
"30264989","Stress Biomarkers in Biological Fluids and Their Point-of-Use Detection","Steckl AJ, Ray P.","ACS Sens. 2018 Oct 26;3(10):2025-2044. doi: 10.1021/acssensors.8b00726. Epub 2018 Oct 16.","Steckl AJ","ACS Sens","2018","2018/09/29","","","10.1021/acssensors.8b00726"
"30536363","[Pathophysiology of the glutamate and the glycine transporters: new therapeutic targets]","Gimenez C, Zafra F, Aragon C.","Rev Neurol. 2018 Dec 16;67(12):491-504.","Gimenez C","Rev Neurol","2018","2018/12/12","","",""
"29672153","P21-activated kinase 4 in pancreatic acinar cells is activated by numerous gastrointestinal hormones/neurotransmitters and growth factors by novel signaling, and its activation stimulates secretory/growth cascades","Ramos-Alvarez I, Jensen RT.","Am J Physiol Gastrointest Liver Physiol. 2018 Aug 1;315(2):G302-G317. doi: 10.1152/ajpgi.00005.2018. Epub 2018 Apr 19.","Ramos-Alvarez I","Am J Physiol Gastrointest Liver Physiol","2018","2018/04/20","PMC6139648","","10.1152/ajpgi.00005.2018"
"31643899","Antidepressant Agents","","2018 Apr 27. LiverTox: Clinical and Research Information on Drug-Induced Liver Injury [Internet]. Bethesda (MD): National Institute of Diabetes and Digestive and Kidney Diseases; 2012–.","","LiverTox: Clinical and Research Information on Drug-Induced Liver Injury","2012","2018/04/27","","",""
"30316901","Role of glutamatergic system and mesocorticolimbic circuits in alcohol dependence","Alasmari F, Goodwani S, McCullumsmith RE, Sari Y.","Prog Neurobiol. 2018 Dec;171:32-49. doi: 10.1016/j.pneurobio.2018.10.001. Epub 2018 Oct 11.","Alasmari F","Prog Neurobiol","2018","2018/10/15","PMC6261463","NIHMS1510174","10.1016/j.pneurobio.2018.10.001"
"29593847","The crosstalk between autonomic nervous system and blood vessels","Sheng Y, Zhu L.","Int J Physiol Pathophysiol Pharmacol. 2018 Mar 10;10(1):17-28. eCollection 2018.","Sheng Y","Int J Physiol Pathophysiol Pharmacol","2018","2018/03/30","PMC5871626","",""
"30416117","[Tourette Syndrome]","Hamamoto Y, Kano Y.","Brain Nerve. 2018 Nov;70(11):1237-1245. doi: 10.11477/mf.1416201169.","Hamamoto Y","Brain Nerve","2018","2018/11/13","","","10.11477/mf.1416201169"
"29379174","Structural basis for recognition of diverse antidepressants by the human serotonin transporter","Coleman JA, Gouaux E.","Nat Struct Mol Biol. 2018 Feb;25(2):170-175. doi: 10.1038/s41594-018-0026-8. Epub 2018 Jan 29.","Coleman JA","Nat Struct Mol Biol","2018","2018/01/31","PMC5962350","NIHMS963290","10.1038/s41594-018-0026-8"
"30584157","Non-Dopaminergic Therapies","Nutt JG, Bohnen NI.","J Parkinsons Dis. 2018;8(s1):S73-S78. doi: 10.3233/JPD-181472.","Nutt JG","J Parkinsons Dis","2018","2018/12/26","PMC6311374","","10.3233/JPD-181472"
"30227663","Targeted Neurotransmitters Profiling Identifies Metabolic Signatures in Rat Brain by LC-MS/MS: Application in Insomnia, Depression and Alzheimer's Disease","Xu H, Wang Z, Zhu L, Sui Z, Bi W, Liu R, Bi K, Li Q.","Molecules. 2018 Sep 17;23(9):2375. doi: 10.3390/molecules23092375.","Xu H","Molecules","2018","2018/09/20","PMC6225496","","10.3390/molecules23092375"
"29986408","Schisandra chinensis Fructus and Its Active Ingredients as Promising Resources for the Treatment of Neurological Diseases","Zhang M, Xu L, Yang H.","Int J Mol Sci. 2018 Jul 6;19(7):1970. doi: 10.3390/ijms19071970.","Zhang M","Int J Mol Sci","2018","2018/07/11","PMC6073455","","10.3390/ijms19071970"
"29491364","Psychogenic itch","Misery L, Dutray S, Chastaing M, Schollhammer M, Consoli SG, Consoli SM.","Transl Psychiatry. 2018 Mar 1;8(1):52. doi: 10.1038/s41398-018-0097-7.","Misery L","Transl Psychiatry","2018","2018/03/02","PMC5830411","","10.1038/s41398-018-0097-7"
"29673577","Profiling of G protein-coupled receptors in vagal afferents reveals novel gut-to-brain sensing mechanisms","Egerod KL, Petersen N, Timshel PN, Rekling JC, Wang Y, Liu Q, Schwartz TW, Gautron L.","Mol Metab. 2018 Jun;12:62-75. doi: 10.1016/j.molmet.2018.03.016. Epub 2018 Apr 3.","Egerod KL","Mol Metab","2018","2018/04/21","PMC6001940","","10.1016/j.molmet.2018.03.016"
"30352398","The endocrinology of the brain","Leng G.","Endocr Connect. 2018 Dec 1;7(12):R275-R285. doi: 10.1530/EC-18-0367.","Leng G","Endocr Connect","2018","2018/10/24","PMC6240150","","10.1530/EC-18-0367"
"29859883","TRPCing around the hypothalamus","Kelly MJ, Qiu J, Rønnekleiv OK.","Front Neuroendocrinol. 2018 Oct;51:116-124. doi: 10.1016/j.yfrne.2018.05.004. Epub 2018 May 31.","Kelly MJ","Front Neuroendocrinol","2018","2018/06/04","PMC6175656","NIHMS974496","10.1016/j.yfrne.2018.05.004"
"29691482","Why does the microbiome affect behaviour?","Johnson KV, Foster KR.","Nat Rev Microbiol. 2018 Oct;16(10):647-655. doi: 10.1038/s41579-018-0014-3.","Johnson KV","Nat Rev Microbiol","2018","2018/04/26","","","10.1038/s41579-018-0014-3"
"29701189","Plasma concentrations of neurotransmitters and postpartum depression","Xie R, Xie H, Krewski D, He G.","Zhong Nan Da Xue Xue Bao Yi Xue Ban. 2018 Mar 28;43(3):274-281. doi: 10.11817/j.issn.1672-7347.2018.03.007.","Xie R","Zhong Nan Da Xue Xue Bao Yi Xue Ban","2018","2018/04/28","","","10.11817/j.issn.1672-7347.2018.03.007"
"29666812","Tumor progression: the neuronal input","Arese M, Bussolino F, Pergolizzi M, Bizzozero L, Pascal D.","Ann Transl Med. 2018 Mar;6(5):89. doi: 10.21037/atm.2018.01.01.","Arese M","Ann Transl Med","2018","2018/04/19","PMC5890045","","10.21037/atm.2018.01.01"
"29385227","Are You Ready for Change?","Limandri BJ.","J Psychosoc Nurs Ment Health Serv. 2018 Feb 1;56(2):11-13. doi: 10.3928/02793695-20180122-03.","Limandri BJ","J Psychosoc Nurs Ment Health Serv","2018","2018/02/01","","","10.3928/02793695-20180122-03"
"29642911","GnRH dysregulation in polycystic ovarian syndrome (PCOS) is a manifestation of an altered neurotransmitter profile","Chaudhari N, Dawalbhakta M, Nampoothiri L.","Reprod Biol Endocrinol. 2018 Apr 11;16(1):37. doi: 10.1186/s12958-018-0354-x.","Chaudhari N","Reprod Biol Endocrinol","2018","2018/04/13","PMC5896071","","10.1186/s12958-018-0354-x"
"30348253","[The brain's biological clock]","Fahrenkrug J.","Ugeskr Laeger. 2018 Sep 3;180(36):V03180212.","Fahrenkrug J","Ugeskr Laeger","2018","2018/10/24","","",""
"28956320","Oxytocin and Prader-Willi Syndrome","Kabasakalian A, Ferretti CJ, Hollander E.","Curr Top Behav Neurosci. 2018;35:529-557. doi: 10.1007/7854_2017_28.","Kabasakalian A","Curr Top Behav Neurosci","2018","2017/09/29","","","10.1007/7854_2017_28"
"30070953","Pain and pain syndromes","Dunne FJ, Getachew H, Cullenbrooke F, Dunne C.","Br J Hosp Med (Lond). 2018 Aug 2;79(8):449-453. doi: 10.12968/hmed.2018.79.8.449.","Dunne FJ","Br J Hosp Med (Lond)","2018","2018/08/03","","","10.12968/hmed.2018.79.8.449"
"29149825","Dopamine: Agonists and Neurodegenerative Disorders","Khanam S, Siddique YH.","Curr Drug Targets. 2018;19(14):1599-1611. doi: 10.2174/1389450118666171117124340.","Khanam S","Curr Drug Targets","2018","2017/11/19","","","10.2174/1389450118666171117124340"
"30377299","The role of co-neurotransmitters in sleep and wake regulation","Oh J, Petersen C, Walsh CM, Bittencourt JC, Neylan TC, Grinberg LT.","Mol Psychiatry. 2019 Sep;24(9):1284-1295. doi: 10.1038/s41380-018-0291-2. Epub 2018 Oct 30.","Oh J","Mol Psychiatry","2019","2018/11/01","PMC6491268","NIHMS1509286","10.1038/s41380-018-0291-2"
"28317427","Fatigue: Is it all neurochemistry?","Meeusen R, Roelands B.","Eur J Sport Sci. 2018 Feb;18(1):37-46. doi: 10.1080/17461391.2017.1296890. Epub 2017 Mar 19.","Meeusen R","Eur J Sport Sci","2018","2017/03/21","","","10.1080/17461391.2017.1296890"
"29759266","Drug-Induced Insomnia and Excessive Sleepiness","Van Gastel A.","Sleep Med Clin. 2018 Jun;13(2):147-159. doi: 10.1016/j.jsmc.2018.02.001. Epub 2018 Mar 28.","Van Gastel A","Sleep Med Clin","2018","2018/05/16","","","10.1016/j.jsmc.2018.02.001"
"30293752","Mast Cells in Neuroimmune Interactions","Forsythe P.","Trends Neurosci. 2019 Jan;42(1):43-55. doi: 10.1016/j.tins.2018.09.006. Epub 2018 Oct 4.","Forsythe P","Trends Neurosci","2019","2018/10/09","","","10.1016/j.tins.2018.09.006"
"29220802","Conducting polymer-based electrochemical biosensors for neurotransmitters: A review","Moon JM, Thapliyal N, Hussain KK, Goyal RN, Shim YB.","Biosens Bioelectron. 2018 Apr 15;102:540-552. doi: 10.1016/j.bios.2017.11.069. Epub 2017 Dec 5.","Moon JM","Biosens Bioelectron","2018","2017/12/09","","","10.1016/j.bios.2017.11.069"
"30627562","Do MicroRNAs Modulate Visceral Pain?","Tao ZY, Xue Y, Li JF, Traub RJ, Cao DY.","Biomed Res Int. 2018 Oct 10;2018:5406973. doi: 10.1155/2018/5406973. eCollection 2018.","Tao ZY","Biomed Res Int","2018","2019/01/11","PMC6304628","","10.1155/2018/5406973"
"29731673","Astrocytes, Microglia, and Parkinson's Disease","Joe EH, Choi DJ, An J, Eun JH, Jou I, Park S.","Exp Neurobiol. 2018 Apr;27(2):77-87. doi: 10.5607/en.2018.27.2.77. Epub 2018 Apr 24.","Joe EH","Exp Neurobiol","2018","2018/05/08","PMC5934545","","10.5607/en.2018.27.2.77"
"30023871","Flexible Electrochemical Transducer Platform for Neurotransmitters","Aashish A, Sadanandhan NK, Ganesan KP, Saraswathy Hareesh UN, Muthusamy S, Devaki SJ.","ACS Omega. 2018 Mar 31;3(3):3489-3500. doi: 10.1021/acsomega.7b02055. Epub 2018 Mar 26.","Aashish A","ACS Omega","2018","2018/07/20","PMC6044868","","10.1021/acsomega.7b02055"
"30122106","Oligodendrocyte Bioenergetics in Health and Disease","Rosko L, Smith VN, Yamazaki R, Huang JK.","Neuroscientist. 2019 Aug;25(4):334-343. doi: 10.1177/1073858418793077. Epub 2018 Aug 20.","Rosko L","Neuroscientist","2019","2018/08/21","PMC6745601","","10.1177/1073858418793077"
"28938081","Sleep in Insects","Helfrich-Förster C.","Annu Rev Entomol. 2018 Jan 7;63:69-86. doi: 10.1146/annurev-ento-020117-043201. Epub 2017 Sep 22.","Helfrich-Förster C","Annu Rev Entomol","2018","2017/09/23","","","10.1146/annurev-ento-020117-043201"
"29725875","Obesity and Migraine in Childhood","Eidlitz Markus T, Toldo I.","Curr Pain Headache Rep. 2018 May 3;22(6):42. doi: 10.1007/s11916-018-0696-2.","Eidlitz Markus T","Curr Pain Headache Rep","2018","2018/05/05","","","10.1007/s11916-018-0696-2"
"29660379","Nervous system and primary liver cancer","Jeong S, Zheng B, Wang H, Xia Q, Chen L.","Biochim Biophys Acta Rev Cancer. 2018 Apr;1869(2):286-292. doi: 10.1016/j.bbcan.2018.04.002. Epub 2018 Apr 13.","Jeong S","Biochim Biophys Acta Rev Cancer","2018","2018/04/17","","","10.1016/j.bbcan.2018.04.002"
"30370434","Mechanisms Underlying Bone and Joint Pain","Havelin J, King T.","Curr Osteoporos Rep. 2018 Dec;16(6):763-771. doi: 10.1007/s11914-018-0493-1.","Havelin J","Curr Osteoporos Rep","2018","2018/10/30","PMC6554716","NIHMS1511019","10.1007/s11914-018-0493-1"
"32212495","[Neurophysiological mechanisms of ejaculation]","Zhang QJ, Xia JD, Song NH.","Zhonghua Nan Ke Xue. 2018 Dec;24(12):1126-1131.","Zhang QJ","Zhonghua Nan Ke Xue","2018","2020/03/27","","",""
"30166070","Monoamine neurotransmitters and movement disorders in children and adults","Doummar D, Moussa F, Nougues MC, Ravelli C, Louha M, Whalen S, Burglen L, Rodriguez D, Billette de Villemeur T.","Rev Neurol (Paris). 2018 Nov;174(9):581-588. doi: 10.1016/j.neurol.2018.07.002. Epub 2018 Aug 27.","Doummar D","Rev Neurol (Paris)","2018","2018/09/01","","","10.1016/j.neurol.2018.07.002"
"30390284","Neuronal cAMP/PKA Signaling and Energy Homeostasis","Yang L.","Adv Exp Med Biol. 2018;1090:31-48. doi: 10.1007/978-981-13-1286-1_3.","Yang L","Adv Exp Med Biol","2018","2018/11/04","","","10.1007/978-981-13-1286-1_3"
"32212467","[Central nervous mechanisms of male ejaculation]","Chen Y, Chen JH.","Zhonghua Nan Ke Xue. 2018 Nov;24(11):963-966.","Chen Y","Zhonghua Nan Ke Xue","2018","2020/03/27","","",""
"29878931","Pathophysiology Review: Seven Neurotransmitters Associated With Delirium","Mulkey MA, Hardin SR, Olson DM, Munro CL.","Clin Nurse Spec. 2018 Jul/Aug;32(4):195-211. doi: 10.1097/NUR.0000000000000384.","Mulkey MA","Clin Nurse Spec","2018","2018/06/08","","","10.1097/NUR.0000000000000384"
"32714595","Label-free imaging of neurotransmitters in live brain tissue by multi-photon ultraviolet microscopy","Maity BK, Maiti S.","Neuronal Signal. 2018 Dec 3;2(4):NS20180132. doi: 10.1042/NS20180132. eCollection 2018 Dec.","Maity BK","Neuronal Signal","2018","2020/07/28","PMC7373235","","10.1042/NS20180132"
"29913534","Effects of Acute Stress on Thrombosis","Bentur OS, Sarig G, Brenner B, Jacob G.","Semin Thromb Hemost. 2018 Oct;44(7):662-668. doi: 10.1055/s-0038-1660853. Epub 2018 Jun 18.","Bentur OS","Semin Thromb Hemost","2018","2018/06/19","","","10.1055/s-0038-1660853"
"30411911","Conformer Selection by Matter-Wave Interference","Brand C, Stickler BA, Knobloch C, Shayeghi A, Hornberger K, Arndt M.","Phys Rev Lett. 2018 Oct 26;121(17):173002. doi: 10.1103/PhysRevLett.121.173002.","Brand C","Phys Rev Lett","2018","2018/11/10","","","10.1103/PhysRevLett.121.173002"
"30169901","Phases of the exocytotic fusion pore","Álvarez de Toledo G, Montes MÁ, Montenegro P, Borges R.","FEBS Lett. 2018 Nov;592(21):3532-3541. doi: 10.1002/1873-3468.13234. Epub 2018 Oct 1.","Álvarez de Toledo G","FEBS Lett","2018","2018/09/01","","","10.1002/1873-3468.13234"
"29973542","Transistors for Chemical Monitoring of Living Cells","Piro B, Mattana G, Reisberg S.","Biosensors (Basel). 2018 Jul 4;8(3):65. doi: 10.3390/bios8030065.","Piro B","Biosensors (Basel)","2018","2018/07/06","PMC6164306","","10.3390/bios8030065"
"30357631","Biomaterials Developments for Brain Tissue Engineering","Oliveira EP, Silva-Correia J, Reis RL, Oliveira JM.","Adv Exp Med Biol. 2018;1078:323-346. doi: 10.1007/978-981-13-0950-2_17.","Oliveira EP","Adv Exp Med Biol","2018","2018/10/26","","","10.1007/978-981-13-0950-2_17"
"30008384","The role of neuropeptides and neurotransmitters on kisspeptin/kiss1r-signaling in female reproduction","Saedi S, Khoradmehr A, Mohammad Reza JS, Tamadon A.","J Chem Neuroanat. 2018 Oct;92:71-82. doi: 10.1016/j.jchemneu.2018.07.001. Epub 2018 Jul 6.","Saedi S","J Chem Neuroanat","2018","2018/07/17","","","10.1016/j.jchemneu.2018.07.001"
