PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"26707767","Novel insights into gliotransmitters","Petrelli F, Bezzi P.","Curr Opin Pharmacol. 2016 Feb;26:138-45. doi: 10.1016/j.coph.2015.11.010. Epub 2015 Dec 18.","Petrelli F","Curr Opin Pharmacol","2016","2015/12/29","","","10.1016/j.coph.2015.11.010"
"26348714","Aggression in Drosophila","Kravitz EA, Fernandez MP.","Behav Neurosci. 2015 Oct;129(5):549-63. doi: 10.1037/bne0000089. Epub 2015 Sep 7.","Kravitz EA","Behav Neurosci","2015","2015/09/09","","","10.1037/bne0000089"
"26194033","Clinical Use of CSF Neurotransmitters","Rodan LH, Gibson KM, Pearl PL.","Pediatr Neurol. 2015 Oct;53(4):277-86. doi: 10.1016/j.pediatrneurol.2015.04.016. Epub 2015 Jun 11.","Rodan LH","Pediatr Neurol","2015","2015/07/22","","","10.1016/j.pediatrneurol.2015.04.016"
"25700248","Molecular dissection of itch","Hoon MA.","Curr Opin Neurobiol. 2015 Oct;34:61-6. doi: 10.1016/j.conb.2015.01.017. Epub 2015 Feb 17.","Hoon MA","Curr Opin Neurobiol","2015","2015/02/21","PMC4539294","NIHMS667094","10.1016/j.conb.2015.01.017"
"26684792","Sphingolipids in Major Depression","Jernigan PL, Hoehn RS, Grassmé H, Edwards MJ, Müller CP, Kornhuber J, Gulbins E.","Neurosignals. 2015;23(1):49-58. doi: 10.1159/000442603. Epub 2015 Dec 19.","Jernigan PL","Neurosignals","2015","2015/12/20","","","10.1159/000442603"
"26436717","The Affective Neuroscience of Aging","Mather M.","Annu Rev Psychol. 2016;67:213-38. doi: 10.1146/annurev-psych-122414-033540. Epub 2015 Oct 2.","Mather M","Annu Rev Psychol","2016","2015/10/06","PMC5780182","NIHMS934351","10.1146/annurev-psych-122414-033540"
"25408503","Neuroprotection by saponins","Sun A, Xu X, Lin J, Cui X, Xu R.","Phytother Res. 2015 Feb;29(2):187-200. doi: 10.1002/ptr.5246. Epub 2014 Nov 19.","Sun A","Phytother Res","2015","2014/11/20","","","10.1002/ptr.5246"
"25861778","Transmission of pruriceptive signals","Mishra SK, Hoon MA.","Handb Exp Pharmacol. 2015;226:151-62. doi: 10.1007/978-3-662-44605-8_8.","Mishra SK","Handb Exp Pharmacol","2015","2015/04/12","PMC5525139","NIHMS882671","10.1007/978-3-662-44605-8_8"
"25644944","Curcumin as a putative antidepressant","Seo HJ, Wang SM, Han C, Lee SJ, Patkar AA, Masand PS, Pae CU.","Expert Rev Neurother. 2015 Mar;15(3):269-80. doi: 10.1586/14737175.2015.1008457. Epub 2015 Feb 3.","Seo HJ","Expert Rev Neurother","2015","2015/02/04","","","10.1586/14737175.2015.1008457"
"26302980","Phosphatidylinositolphosphate phosphatase activities and cancer","Rudge SA, Wakelam MJ.","J Lipid Res. 2016 Feb;57(2):176-92. doi: 10.1194/jlr.R059154. Epub 2015 Aug 24.","Rudge SA","J Lipid Res","2016","2015/08/26","PMC4727428","","10.1194/jlr.R059154"
"26273392","Role of acetylcholinesterase in lung cancer","Xi HJ, Wu RP, Liu JJ, Zhang LJ, Li ZS.","Thorac Cancer. 2015 Jul;6(4):390-8. doi: 10.1111/1759-7714.12249. Epub 2015 Mar 20.","Xi HJ","Thorac Cancer","2015","2015/08/15","PMC4511315","","10.1111/1759-7714.12249"
"25113122","Why are astrocytes important?","Verkhratsky A, Nedergaard M, Hertz L.","Neurochem Res. 2015 Feb;40(2):389-401. doi: 10.1007/s11064-014-1403-2. Epub 2014 Aug 12.","Verkhratsky A","Neurochem Res","2015","2014/08/13","","","10.1007/s11064-014-1403-2"
"26471936","Targeting astrocytes in major depression","Peng L, Verkhratsky A, Gu L, Li B.","Expert Rev Neurother. 2015;15(11):1299-306. doi: 10.1586/14737175.2015.1095094. Epub 2015 Oct 15.","Peng L","Expert Rev Neurother","2015","2015/10/17","","","10.1586/14737175.2015.1095094"
"25874049","Epileptic syndromes: From clinic to genetic","Tafakhori A, Aghamollaii V, Faghihi-Kashani S, Sarraf P, Habibi L.","Iran J Neurol. 2015 Jan 5;14(1):1-7.","Tafakhori A","Iran J Neurol","2015","2015/04/16","PMC4395800","",""
"26195957","Research Findings on Overactive Bladder","Patra PB, Patra S.","Curr Urol. 2015 May;8(1):1-21. doi: 10.1159/000365682. Epub 2015 May 20.","Patra PB","Curr Urol","2015","2015/07/22","PMC4483299","","10.1159/000365682"
"25744674","Translational control of chronic pain","Melemedjian OK, Khoutorsky A.","Prog Mol Biol Transl Sci. 2015;131:185-213. doi: 10.1016/bs.pmbts.2014.11.006. Epub 2015 Jan 30.","Melemedjian OK","Prog Mol Biol Transl Sci","2015","2015/03/07","","","10.1016/bs.pmbts.2014.11.006"
"25732760","Excitable Astrocytes: Ca(2+)- and cAMP-Regulated Exocytosis","Vardjan N, Zorec R.","Neurochem Res. 2015 Dec;40(12):2414-24. doi: 10.1007/s11064-015-1545-x. Epub 2015 Mar 3.","Vardjan N","Neurochem Res","2015","2015/03/04","","","10.1007/s11064-015-1545-x"
"26092258","[Paradoxical sphincters in the abdomen]","Stelzner F.","Chirurg. 2015 Aug;86(8):761-70. doi: 10.1007/s00104-015-0029-5.","Stelzner F","Chirurg","2015","2015/06/21","","","10.1007/s00104-015-0029-5"
"25680832","The Astrocyte: Powerhouse and Recycling Center","Weber B, Barros LF.","Cold Spring Harb Perspect Biol. 2015 Feb 13;7(12):a020396. doi: 10.1101/cshperspect.a020396.","Weber B","Cold Spring Harb Perspect Biol","2015","2015/02/15","PMC4665076","","10.1101/cshperspect.a020396"
"26538871","Biomarkers in orthodontic tooth movement","Kumar AA, Saravanan K, Kohila K, Kumar SS.","J Pharm Bioallied Sci. 2015 Aug;7(Suppl 2):S325-30. doi: 10.4103/0975-7406.163437.","Kumar AA","J Pharm Bioallied Sci","2015","2015/11/06","PMC4606613","","10.4103/0975-7406.163437"
"26639088","Primary phospholipase C and brain disorders","Yang YR, Kang DS, Lee C, Seok H, Follo MY, Cocco L, Suh PG.","Adv Biol Regul. 2016 May;61:80-5. doi: 10.1016/j.jbior.2015.11.003. Epub 2015 Nov 27.","Yang YR","Adv Biol Regul","2016","2015/12/08","","","10.1016/j.jbior.2015.11.003"
"25832511","Dimensional psychopharmacology in somatising patients","Biondi M, Pasquini M.","Adv Psychosom Med. 2015;34:24-35. doi: 10.1159/000369082. Epub 2015 Mar 30.","Biondi M","Adv Psychosom Med","2015","2015/04/03","","","10.1159/000369082"
"26550535","PET studies in epilepsy","Sarikaya I.","Am J Nucl Med Mol Imaging. 2015 Oct 12;5(5):416-30. eCollection 2015.","Sarikaya I","Am J Nucl Med Mol Imaging","2015","2015/11/10","PMC4620171","",""
"26487928","Botulinum Neurotoxin Type A in Neurology: Update","Orsini M, Leite MA, Chung TM, Bocca W, de Souza JA, de Souza OG, Moreira RP, Bastos VH, Teixeira S, Oliveira AB, Moraes Bda S, Matta AP, Jacinto LJ.","Neurol Int. 2015 Sep 24;7(2):5886. doi: 10.4081/ni.2015.5886. eCollection 2015 Sep 24.","Orsini M","Neurol Int","2015","2015/10/22","PMC4591494","","10.4081/ni.2015.5886"
"25658349","Restoring synaptic vesicles during compensatory endocytosis","Gauthier-Kemper A, Kahms M, Klingauf J.","Essays Biochem. 2015;57:121-34. doi: 10.1042/bse0570121.","Gauthier-Kemper A","Essays Biochem","2015","2015/02/07","","","10.1042/bse0570121"
"26101869","Novel Therapeutic GPCRs for Psychiatric Disorders","Komatsu H.","Int J Mol Sci. 2015 Jun 19;16(6):14109-21. doi: 10.3390/ijms160614109.","Komatsu H","Int J Mol Sci","2015","2015/06/24","PMC4490542","","10.3390/ijms160614109"
"25670939","Pain and depression: a neurobiological perspective of their relationship","Han C, Pae CU.","Psychiatry Investig. 2015 Jan;12(1):1-8. doi: 10.4306/pi.2015.12.1.1. Epub 2015 Jan 12.","Han C","Psychiatry Investig","2015","2015/02/12","PMC4310906","","10.4306/pi.2015.12.1.1"
"26076775","Pharmacogenetics and antipsychotic treatment response","Naumovska Z, Nestorovska AK, Filipce A, Sterjev Z, Brezovska K, Dimovski A, Suturkova LJ.","Pril (Makedon Akad Nauk Umet Odd Med Nauki). 2015;36(1):53-67.","Naumovska Z","Pril (Makedon Akad Nauk Umet Odd Med Nauki)","2015","2015/06/17","","",""
"26470410","[INFECTIOUS SYMBIOLOGY]","Bukharin OV.","Zh Mikrobiol Epidemiol Immunobiol. 2015 Jul-Aug;(4):4-9.","Bukharin OV","Zh Mikrobiol Epidemiol Immunobiol","2015","2015/10/17","","",""
"26409344","Neuroimaging of Parkinson's disease: Expanding views","Weingarten CP, Sundman MH, Hickey P, Chen NK.","Neurosci Biobehav Rev. 2015 Dec;59:16-52. doi: 10.1016/j.neubiorev.2015.09.007. Epub 2015 Sep 26.","Weingarten CP","Neurosci Biobehav Rev","2015","2015/09/28","PMC4763948","NIHMS726105","10.1016/j.neubiorev.2015.09.007"
"26164815","Innervation of the arterial wall and its modification in atherosclerosis","Chistiakov DA, Ashwell KW, Orekhov AN, Bobryshev YV.","Auton Neurosci. 2015 Dec;193:7-11. doi: 10.1016/j.autneu.2015.06.005. Epub 2015 Jun 19.","Chistiakov DA","Auton Neurosci","2015","2015/07/13","","","10.1016/j.autneu.2015.06.005"
"25951750","The role of cannabinoids in adult neurogenesis","Prenderville JA, Kelly ÁM, Downer EJ.","Br J Pharmacol. 2015 Aug;172(16):3950-63. doi: 10.1111/bph.13186. Epub 2015 Jun 16.","Prenderville JA","Br J Pharmacol","2015","2015/05/09","PMC4543605","","10.1111/bph.13186"
"26294077","[Pharmacological aspects of pain research in Germany]","Niederberger E, Kuner R, Geißlinger G.","Schmerz. 2015 Oct;29(5):531-8. doi: 10.1007/s00482-015-0042-0.","Niederberger E","Schmerz","2015","2015/08/22","","","10.1007/s00482-015-0042-0"
"26310159","Molecular and Biochemical Aspects of the Retina on Refraction","Chakraborty R, Pardue MT.","Prog Mol Biol Transl Sci. 2015;134:249-67. doi: 10.1016/bs.pmbts.2015.06.013. Epub 2015 Jul 15.","Chakraborty R","Prog Mol Biol Transl Sci","2015","2015/08/28","PMC5588150","NIHMS723936","10.1016/bs.pmbts.2015.06.013"
"25982521","The pleiotropic allatoregulatory neuropeptides and their receptors: A mini-review","Verlinden H, Gijbels M, Lismont E, Lenaerts C, Vanden Broeck J, Marchal E.","J Insect Physiol. 2015 Sep;80:2-14. doi: 10.1016/j.jinsphys.2015.04.004. Epub 2015 May 15.","Verlinden H","J Insect Physiol","2015","2015/05/19","","","10.1016/j.jinsphys.2015.04.004"
"25744668","An introduction to pain pathways and pain ""targets""","Das V.","Prog Mol Biol Transl Sci. 2015;131:1-30. doi: 10.1016/bs.pmbts.2015.01.003. Epub 2015 Feb 11.","Das V","Prog Mol Biol Transl Sci","2015","2015/03/07","","","10.1016/bs.pmbts.2015.01.003"
"26281007","Antihypertensive and neuroprotective actions of pyridoxine and its derivatives","Dakshinamurti S, Dakshinamurti K.","Can J Physiol Pharmacol. 2015 Dec;93(12):1083-90. doi: 10.1139/cjpp-2015-0098. Epub 2015 May 11.","Dakshinamurti S","Can J Physiol Pharmacol","2015","2015/08/18","","","10.1139/cjpp-2015-0098"
"25662544","Methamphetamine abuse and ""meth mouth"" in Europe","De-Carolis C, Boyd GA, Mancinelli L, Pagano S, Eramo S.","Med Oral Patol Oral Cir Bucal. 2015 Mar 1;20(2):e205-10. doi: 10.4317/medoral.20204.","De-Carolis C","Med Oral Patol Oral Cir Bucal","2015","2015/02/10","PMC4393984","","10.4317/medoral.20204"
"27486290","Toxin yet not toxic: Botulinum toxin in dentistry","Archana MS.","Saudi Dent J. 2016 Apr;28(2):63-9. doi: 10.1016/j.sdentj.2015.08.002. Epub 2015 Dec 21.","Archana MS","Saudi Dent J","2016","2016/08/04","PMC4957535","","10.1016/j.sdentj.2015.08.002"
"25547968","Molecularly imprinted sol-gel materials for medical applications","Concu R, Ornelas M, Azenha M.","Curr Top Med Chem. 2015;15(3):199-222. doi: 10.2174/1568026614666141229112246.","Concu R","Curr Top Med Chem","2015","2014/12/31","","","10.2174/1568026614666141229112246"
"25880465","The role of cannabinoids and leptin in neurological diseases","Agar E.","Acta Neurol Scand. 2015 Dec;132(6):371-80. doi: 10.1111/ane.12411. Epub 2015 Apr 15.","Agar E","Acta Neurol Scand","2015","2015/04/17","","","10.1111/ane.12411"
"25667021","Histologic changes in diabetic gastroparesis","Farrugia G.","Gastroenterol Clin North Am. 2015 Mar;44(1):31-8. doi: 10.1016/j.gtc.2014.11.004. Epub 2014 Dec 19.","Farrugia G","Gastroenterol Clin North Am","2015","2015/02/11","PMC4324530","NIHMS651235","10.1016/j.gtc.2014.11.004"
"26219714","Vitamin B-6 Metabolism and Interactions with TNAP","Coburn SP.","Subcell Biochem. 2015;76:207-38. doi: 10.1007/978-94-017-7197-9_11.","Coburn SP","Subcell Biochem","2015","2015/07/30","","","10.1007/978-94-017-7197-9_11"
"25954163","Role of developmental factors in hypothalamic function","Biran J, Tahor M, Wircer E, Levkowitz G.","Front Neuroanat. 2015 Apr 21;9:47. doi: 10.3389/fnana.2015.00047. eCollection 2015.","Biran J","Front Neuroanat","2015","2015/05/09","PMC4404869","","10.3389/fnana.2015.00047"
"26074874","REM Sleep at its Core - Circuits, Neurotransmitters, and Pathophysiology","Fraigne JJ, Torontali ZA, Snow MB, Peever JH.","Front Neurol. 2015 May 29;6:123. doi: 10.3389/fneur.2015.00123. eCollection 2015.","Fraigne JJ","Front Neurol","2015","2015/06/16","PMC4448509","","10.3389/fneur.2015.00123"
"25500107","Neuroendocrine regulation of maternal behavior","Bridges RS.","Front Neuroendocrinol. 2015 Jan;36:178-96. doi: 10.1016/j.yfrne.2014.11.007. Epub 2014 Dec 10.","Bridges RS","Front Neuroendocrinol","2015","2014/12/16","PMC4342279","NIHMS653698","10.1016/j.yfrne.2014.11.007"
"25980603","Regulation of neuronal communication by G protein-coupled receptors","Huang Y, Thathiah A.","FEBS Lett. 2015 Jun 22;589(14):1607-19. doi: 10.1016/j.febslet.2015.05.007. Epub 2015 May 14.","Huang Y","FEBS Lett","2015","2015/05/19","","","10.1016/j.febslet.2015.05.007"
"25620674","Molecular underpinnings of synaptic vesicle pool heterogeneity","Crawford DC, Kavalali ET.","Traffic. 2015 Apr;16(4):338-64. doi: 10.1111/tra.12262.","Crawford DC","Traffic","2015","2015/01/27","PMC4578802","NIHMS723448","10.1111/tra.12262"
"25656810","GABAergic neurotransmission and retinal ganglion cell function","Popova E.","J Comp Physiol A Neuroethol Sens Neural Behav Physiol. 2015 Mar;201(3):261-83. doi: 10.1007/s00359-015-0981-z. Epub 2015 Feb 6.","Popova E","J Comp Physiol A Neuroethol Sens Neural Behav Physiol","2015","2015/02/07","","","10.1007/s00359-015-0981-z"
"25771972","α2-Adrenoceptors in the treatment of major neuropsychiatric disorders","Langer SZ.","Trends Pharmacol Sci. 2015 Apr;36(4):196-202. doi: 10.1016/j.tips.2015.02.006. Epub 2015 Mar 13.","Langer SZ","Trends Pharmacol Sci","2015","2015/03/17","","","10.1016/j.tips.2015.02.006"
"25541460","Biological determinants of depression following bereavement","Assareh AA, Sharpley CF, McFarlane JR, Sachdev PS.","Neurosci Biobehav Rev. 2015 Feb;49:171-81. doi: 10.1016/j.neubiorev.2014.12.013. Epub 2014 Dec 22.","Assareh AA","Neurosci Biobehav Rev","2015","2014/12/27","","","10.1016/j.neubiorev.2014.12.013"
"25816634","[Gliaotransmission and brain functions]","Koizumi S.","Nihon Shinkei Seishin Yakurigaku Zasshi. 2015 Feb;35(1):5-9.","Koizumi S","Nihon Shinkei Seishin Yakurigaku Zasshi","2015","2015/03/31","","",""
"25662369","Regulation of energy homeostasis by the NPY system","Loh K, Herzog H, Shi YC.","Trends Endocrinol Metab. 2015 Mar;26(3):125-35. doi: 10.1016/j.tem.2015.01.003. Epub 2015 Feb 5.","Loh K","Trends Endocrinol Metab","2015","2015/02/10","","","10.1016/j.tem.2015.01.003"
"26655603","Reactive gliosis in the pathogenesis of CNS diseases","Pekny M, Pekna M.","Biochim Biophys Acta. 2016 Mar;1862(3):483-91. doi: 10.1016/j.bbadis.2015.11.014. Epub 2015 Dec 2.","Pekny M","Biochim Biophys Acta","2016","2015/12/15","","","10.1016/j.bbadis.2015.11.014"
"26226695","[Autoantibodies to glutamate, GABA and their receptors in epilepsy]","Vetrile LA, Karpova MN, Kuznetzova LV.","Patol Fiziol Eksp Ter. 2015 Jan-Mar;59(1):90-8.","Vetrile LA","Patol Fiziol Eksp Ter","2015","2015/08/01","","",""
"26436548","Involvement of Neuroactive Steroids in Pain, Depression and Anxiety","Mifflin K, Benson C, Kerr B, Aricioglu F, Cetin M, Dursun S, Baker G.","Mod Trends Pharmacopsychiatry. 2015;30:94-102. doi: 10.1159/000435935. Epub 2015 Sep 18.","Mifflin K","Mod Trends Pharmacopsychiatry","2015","2015/10/06","","","10.1159/000435935"
"24666768","Mast cells: versatile gatekeepers of pain","Chatterjea D, Martinov T.","Mol Immunol. 2015 Jan;63(1):38-44. doi: 10.1016/j.molimm.2014.03.001. Epub 2014 Mar 22.","Chatterjea D","Mol Immunol","2015","2014/03/27","PMC4171343","NIHMS573728","10.1016/j.molimm.2014.03.001"
"26439947","Optimizing diagnosis in Parkinson's disease: Radionuclide imaging","Arena JE, Stoessl AJ.","Parkinsonism Relat Disord. 2016 Jan;22 Suppl 1:S47-51. doi: 10.1016/j.parkreldis.2015.09.029. Epub 2015 Sep 15.","Arena JE","Parkinsonism Relat Disord","2016","2015/10/07","","","10.1016/j.parkreldis.2015.09.029"
"26247220","NMDA receptor antagonists for depression: Critical considerations","Serafini G, Gonda X, Rihmer Z, Pompili M, Girardi P, Nasrallah HA, Amore M.","Ann Clin Psychiatry. 2015 Aug;27(3):213-20.","Serafini G","Ann Clin Psychiatry","2015","2015/08/07","","",""
"25568497","Nanomaterial-based electrochemical sensing of neurological drugs and neurotransmitters","Sanghavi BJ, Wolfbeis OS, Hirsch T, Swami NS.","Mikrochim Acta. 2015;182:1-41. doi: 10.1007/s00604-014-1308-4. Epub 2014 Jul 8.","Sanghavi BJ","Mikrochim Acta","2015","2015/01/09","PMC4281370","","10.1007/s00604-014-1308-4"
"26297822","Communication between circadian clusters: The key to a plastic network","Beckwith EJ, Ceriani MF.","FEBS Lett. 2015 Nov 14;589(22):3336-42. doi: 10.1016/j.febslet.2015.08.017. Epub 2015 Aug 20.","Beckwith EJ","FEBS Lett","2015","2015/08/23","","","10.1016/j.febslet.2015.08.017"
"26379454","The pharmacology of neurokinin receptors in addiction: prospects for therapy","Sandweiss AJ, Vanderah TW.","Subst Abuse Rehabil. 2015 Sep 7;6:93-102. doi: 10.2147/SAR.S70350. eCollection 2015.","Sandweiss AJ","Subst Abuse Rehabil","2015","2015/09/18","PMC4567173","","10.2147/SAR.S70350"
"25818565","Astrocyte regulation of blood flow in the brain","MacVicar BA, Newman EA.","Cold Spring Harb Perspect Biol. 2015 Mar 27;7(5):a020388. doi: 10.1101/cshperspect.a020388.","MacVicar BA","Cold Spring Harb Perspect Biol","2015","2015/03/31","PMC4448617","","10.1101/cshperspect.a020388"
