PMID,Title,Authors,Citation,First Author,Journal/Book,PublicationYear,Create Date,PMCID,NIHMS ID,DOI
"30829650","Neuro-immune crosstalk and allergic inflammation","Kabata H, Artis D.","J Clin Invest. 2019 Mar 4;129(4):1475-1482. doi: 10.1172/JCI124609. eCollection 2019 Mar 4.","Kabata H","J Clin Invest","2019","2019/03/05","PMC6436850","","10.1172/JCI124609"
"30372766","Inherited Disorders of Neurotransmitters: Classification and Practical Approaches for Diagnosis and Treatment","Brennenstuhl H, Jung-Klawitter S, Assmann B, Opladen T.","Neuropediatrics. 2019 Feb;50(1):2-14. doi: 10.1055/s-0038-1673630. Epub 2018 Oct 29.","Brennenstuhl H","Neuropediatrics","2019","2018/10/30","","","10.1055/s-0038-1673630"
"29512464","Insight Into the Emerging Role of Striatal Neurotransmitters in the Pathophysiology of Parkinson's Disease and Huntington's Disease: A Review","Jamwal S, Kumar P.","Curr Neuropharmacol. 2019;17(2):165-175. doi: 10.2174/1570159X16666180302115032.","Jamwal S","Curr Neuropharmacol","2019","2018/03/08","PMC6343208","","10.2174/1570159X16666180302115032"
"31906250","L-DOPA in Parkinson's Disease: Looking at the ""False"" Neurotransmitters and Their Meaning","Chagraoui A, Boulain M, Juvin L, Anouar Y, Barrière G, Deurwaerdère P.","Int J Mol Sci. 2019 Dec 31;21(1):294. doi: 10.3390/ijms21010294.","Chagraoui A","Int J Mol Sci","2019","2020/01/08","PMC6981630","","10.3390/ijms21010294"
"31619913","Probiotics: A Potential Immunotherapeutic Approach for the Treatment of Schizophrenia","Grover S, Patil A, Kaur A, Garg G.","J Pharm Bioallied Sci. 2019 Oct-Dec;11(4):321-327. doi: 10.4103/jpbs.JPBS_47_19.","Grover S","J Pharm Bioallied Sci","2019","2019/10/18","PMC6791081","","10.4103/jpbs.JPBS_47_19"
"29627516","Lighting up the brain: genetically encoded fluorescent sensors for imaging neurotransmitters and neuromodulators","Wang H, Jing M, Li Y.","Curr Opin Neurobiol. 2018 Jun;50:171-178. doi: 10.1016/j.conb.2018.03.010. Epub 2018 Apr 5.","Wang H","Curr Opin Neurobiol","2018","2018/04/09","PMC5984720","NIHMS957907","10.1016/j.conb.2018.03.010"
"30323120","Polyphenols-gut microbiota interplay and brain neuromodulation","Filosa S, Di Meo F, Crispi S.","Neural Regen Res. 2018 Dec;13(12):2055-2059. doi: 10.4103/1673-5374.241429.","Filosa S","Neural Regen Res","2018","2018/10/17","PMC6199944","","10.4103/1673-5374.241429"
"30953003","Opposite effects of dopamine and serotonin on resting-state networks: review and implications for psychiatric disorders","Conio B, Martino M, Magioncalda P, Escelsior A, Inglese M, Amore M, Northoff G.","Mol Psychiatry. 2020 Jan;25(1):82-93. doi: 10.1038/s41380-019-0406-4. Epub 2019 Apr 5.","Conio B","Mol Psychiatry","2020","2019/04/07","","","10.1038/s41380-019-0406-4"
"26586160","Nanosensors for neurotransmitters","Polo E, Kruss S.","Anal Bioanal Chem. 2016 Apr;408(11):2727-41. doi: 10.1007/s00216-015-9160-x. Epub 2015 Nov 19.","Polo E","Anal Bioanal Chem","2016","2015/11/21","","","10.1007/s00216-015-9160-x"
"30573837","Sensing neurotransmitters","Vogt N.","Nat Methods. 2019 Jan;16(1):17. doi: 10.1038/s41592-018-0268-8.","Vogt N","Nat Methods","2019","2018/12/22","","","10.1038/s41592-018-0268-8"
"27905440","Organization and functions of mGlu and GABA(B) receptor complexes","Pin JP, Bettler B.","Nature. 2016 Dec 1;540(7631):60-68. doi: 10.1038/nature20566.","Pin JP","Nature","2016","2016/12/02","","","10.1038/nature20566"
"27588250","Neurotransmitters in hiccups","Nausheen F, Mohsin H, Lakhan SE.","Springerplus. 2016 Aug 17;5(1):1357. doi: 10.1186/s40064-016-3034-3. eCollection 2016.","Nausheen F","Springerplus","2016","2016/09/03","PMC4988959","","10.1186/s40064-016-3034-3"
"31405045","Analysis of Catecholamines and Pterins in Inborn Errors of Monoamine Neurotransmitter Metabolism-From Past to Future","Jung-Klawitter S, Kuseyri Hübschmann O.","Cells. 2019 Aug 9;8(8):867. doi: 10.3390/cells8080867.","Jung-Klawitter S","Cells","2019","2019/08/14","PMC6721669","","10.3390/cells8080867"
"30999218","Interaction of neurotransmitters and neurochemicals with lymphocytes","Kerage D, Sloan EK, Mattarollo SR, McCombe PA.","J Neuroimmunol. 2019 Jul 15;332:99-111. doi: 10.1016/j.jneuroim.2019.04.006. Epub 2019 Apr 11.","Kerage D","J Neuroimmunol","2019","2019/04/19","","","10.1016/j.jneuroim.2019.04.006"
"31548706","Comprehensive mapping of neurotransmitter networks by MALDI-MS imaging","Shariatgorji M, Nilsson A, Fridjonsdottir E, Vallianatou T, Källback P, Katan L, Sävmarker J, Mantas I, Zhang X, Bezard E, Svenningsson P, Odell LR, Andrén PE.","Nat Methods. 2019 Oct;16(10):1021-1028. doi: 10.1038/s41592-019-0551-3. Epub 2019 Sep 23.","Shariatgorji M","Nat Methods","2019","2019/09/25","","","10.1038/s41592-019-0551-3"
"31703453","G Protein-Coupled Receptors (GPCRs)-Mediated Calcium Signaling in Ovarian Cancer: Focus on GPCRs activated by Neurotransmitters and Inflammation-Associated Molecules","Predescu DV, Crețoiu SM, Crețoiu D, Pavelescu LA, Suciu N, Radu BM, Voinea SC.","Int J Mol Sci. 2019 Nov 7;20(22):5568. doi: 10.3390/ijms20225568.","Predescu DV","Int J Mol Sci","2019","2019/11/10","PMC6888001","","10.3390/ijms20225568"
"28409748","A Critical Assessment of Research on Neurotransmitters in Alzheimer's Disease","Reddy PH.","J Alzheimers Dis. 2017;57(4):969-974. doi: 10.3233/JAD-170256.","Reddy PH","J Alzheimers Dis","2017","2017/04/15","PMC5791142","NIHMS937339","10.3233/JAD-170256"
"30706797","Neuroendocrine Mechanisms Involved in Male Sexual and Emotional Behavior","Iovino M, Messana T, Iovino E, De Pergola G, Guastamacchia E, Giagulli VA, Triggiani V.","Endocr Metab Immune Disord Drug Targets. 2019;19(4):472-480. doi: 10.2174/1871530319666190131155310.","Iovino M","Endocr Metab Immune Disord Drug Targets","2019","2019/02/02","PMC7360913","","10.2174/1871530319666190131155310"
"31421697","Enkephalinase regulation","Ramírez-Sánchez M, Prieto I, Segarra AB, Martínez-Cañamero M, Banegas I, de Gasparo M.","Vitam Horm. 2019;111:105-129. doi: 10.1016/bs.vh.2019.05.007. Epub 2019 Jun 10.","Ramírez-Sánchez M","Vitam Horm","2019","2019/08/19","","","10.1016/bs.vh.2019.05.007"
"30707593","Electrochemistry at the Synapse","Shin M, Wang Y, Borgus JR, Venton BJ.","Annu Rev Anal Chem (Palo Alto Calif). 2019 Jun 12;12(1):297-321. doi: 10.1146/annurev-anchem-061318-115434. Epub 2019 Feb 1.","Shin M","Annu Rev Anal Chem (Palo Alto Calif)","2019","2019/02/02","PMC6989097","NIHMS1067678","10.1146/annurev-anchem-061318-115434"
"31063134","A question of lineage","Sen S.","Elife. 2019 May 7;8:e47162. doi: 10.7554/eLife.47162.","Sen S","Elife","2019","2019/05/08","PMC6504229","","10.7554/eLife.47162"
"30113008","Vigilance States: Central Neural Pathways, Neurotransmitters and Neurohormones","Iovino M, Messana T, De Pergola G, Iovino E, Guastamacchia E, Giagulli VA, Triggiani V.","Endocr Metab Immune Disord Drug Targets. 2019;19(1):26-37. doi: 10.2174/1871530318666180816115720.","Iovino M","Endocr Metab Immune Disord Drug Targets","2019","2018/08/17","","","10.2174/1871530318666180816115720"
"29859883","TRPCing around the hypothalamus","Kelly MJ, Qiu J, Rønnekleiv OK.","Front Neuroendocrinol. 2018 Oct;51:116-124. doi: 10.1016/j.yfrne.2018.05.004. Epub 2018 May 31.","Kelly MJ","Front Neuroendocrinol","2018","2018/06/04","PMC6175656","NIHMS974496","10.1016/j.yfrne.2018.05.004"
"25750611","Sex hormones affect neurotransmitters and shape the adult female brain during hormonal transition periods","Barth C, Villringer A, Sacher J.","Front Neurosci. 2015 Feb 20;9:37. doi: 10.3389/fnins.2015.00037. eCollection 2015.","Barth C","Front Neurosci","2015","2015/03/10","PMC4335177","","10.3389/fnins.2015.00037"
"29701189","Plasma concentrations of neurotransmitters and postpartum depression","Xie R, Xie H, Krewski D, He G.","Zhong Nan Da Xue Xue Bao Yi Xue Ban. 2018 Mar 28;43(3):274-281. doi: 10.11817/j.issn.1672-7347.2018.03.007.","Xie R","Zhong Nan Da Xue Xue Bao Yi Xue Ban","2018","2018/04/28","","","10.11817/j.issn.1672-7347.2018.03.007"
"30836315","LC-MS/MS-based quantification of tryptophan metabolites and neurotransmitters in the serum and brain of mice","Wang LS, Zhang MD, Tao X, Zhou YF, Liu XM, Pan RL, Liao YH, Chang Q.","J Chromatogr B Analyt Technol Biomed Life Sci. 2019 Apr 1;1112:24-32. doi: 10.1016/j.jchromb.2019.02.021. Epub 2019 Feb 22.","Wang LS","J Chromatogr B Analyt Technol Biomed Life Sci","2019","2019/03/06","","","10.1016/j.jchromb.2019.02.021"
"31687362","Psoriasis and alcohol","Svanström C, Lonne-Rahm SB, Nordlind K.","Psoriasis (Auckl). 2019 Aug 21;9:75-79. doi: 10.2147/PTT.S164104. eCollection 2019.","Svanström C","Psoriasis (Auckl)","2019","2019/11/06","PMC6709030","","10.2147/PTT.S164104"
"29666812","Tumor progression: the neuronal input","Arese M, Bussolino F, Pergolizzi M, Bizzozero L, Pascal D.","Ann Transl Med. 2018 Mar;6(5):89. doi: 10.21037/atm.2018.01.01.","Arese M","Ann Transl Med","2018","2018/04/19","PMC5890045","","10.21037/atm.2018.01.01"
"31975714","Effects of different sweeteners on behavior and neurotransmitters release in mice","Yin KJ, Xie DY, Zhao L, Fan G, Ren JN, Zhang LL, Pan SY.","J Food Sci Technol. 2020 Jan;57(1):113-121. doi: 10.1007/s13197-019-04036-6. Epub 2019 Aug 21.","Yin KJ","J Food Sci Technol","2020","2020/01/25","PMC6952499","","10.1007/s13197-019-04036-6"
"29642911","GnRH dysregulation in polycystic ovarian syndrome (PCOS) is a manifestation of an altered neurotransmitter profile","Chaudhari N, Dawalbhakta M, Nampoothiri L.","Reprod Biol Endocrinol. 2018 Apr 11;16(1):37. doi: 10.1186/s12958-018-0354-x.","Chaudhari N","Reprod Biol Endocrinol","2018","2018/04/13","PMC5896071","","10.1186/s12958-018-0354-x"
"28276653","The building of the neocortex with non-hyperpolarizing neurotransmitters","Ascenzi M, Bony G.","Dev Neurobiol. 2017 Sep;77(9):1023-1037. doi: 10.1002/dneu.22495. Epub 2017 May 4.","Ascenzi M","Dev Neurobiol","2017","2017/03/10","","","10.1002/dneu.22495"
"28359349","A tale of two neurotransmitters","Marshak DW.","Vis Neurosci. 2016 Jan;33:E017. doi: 10.1017/S0952523816000146.","Marshak DW","Vis Neurosci","2016","2017/04/01","PMC5975260","NIHMS967373","10.1017/S0952523816000146"
"30377299","The role of co-neurotransmitters in sleep and wake regulation","Oh J, Petersen C, Walsh CM, Bittencourt JC, Neylan TC, Grinberg LT.","Mol Psychiatry. 2019 Sep;24(9):1284-1295. doi: 10.1038/s41380-018-0291-2. Epub 2018 Oct 30.","Oh J","Mol Psychiatry","2019","2018/11/01","PMC6491268","NIHMS1509286","10.1038/s41380-018-0291-2"
"28135005","Dendritic Release of Neurotransmitters","Ludwig M, Apps D, Menzies J, Patel JC, Rice ME.","Compr Physiol. 2016 Dec 6;7(1):235-252. doi: 10.1002/cphy.c160007.","Ludwig M","Compr Physiol","2016","2017/01/31","PMC5381730","NIHMS853704","10.1002/cphy.c160007"
"27483340","A Life of Neurotransmitters","Snyder SH.","Annu Rev Pharmacol Toxicol. 2017 Jan 6;57:1-11. doi: 10.1146/annurev-pharmtox-010716-104511. Epub 2016 Jul 22.","Snyder SH","Annu Rev Pharmacol Toxicol","2017","2016/08/03","","","10.1146/annurev-pharmtox-010716-104511"
"30293752","Mast Cells in Neuroimmune Interactions","Forsythe P.","Trends Neurosci. 2019 Jan;42(1):43-55. doi: 10.1016/j.tins.2018.09.006. Epub 2018 Oct 4.","Forsythe P","Trends Neurosci","2019","2018/10/09","","","10.1016/j.tins.2018.09.006"
"27638061","Neurotransmitters in the vestibular system","Balaban CD.","Handb Clin Neurol. 2016;137:41-55. doi: 10.1016/B978-0-444-63437-5.00003-0.","Balaban CD","Handb Clin Neurol","2016","2016/09/18","","","10.1016/B978-0-444-63437-5.00003-0"
"31377219","Alzheimer's disease: Neurotransmitters of the sleep-wake cycle","Van Erum J, Van Dam D, De Deyn PP.","Neurosci Biobehav Rev. 2019 Oct;105:72-80. doi: 10.1016/j.neubiorev.2019.07.019. Epub 2019 Aug 1.","Van Erum J","Neurosci Biobehav Rev","2019","2019/08/05","","","10.1016/j.neubiorev.2019.07.019"
"29220802","Conducting polymer-based electrochemical biosensors for neurotransmitters: A review","Moon JM, Thapliyal N, Hussain KK, Goyal RN, Shim YB.","Biosens Bioelectron. 2018 Apr 15;102:540-552. doi: 10.1016/j.bios.2017.11.069. Epub 2017 Dec 5.","Moon JM","Biosens Bioelectron","2018","2017/12/09","","","10.1016/j.bios.2017.11.069"
"30023871","Flexible Electrochemical Transducer Platform for Neurotransmitters","Aashish A, Sadanandhan NK, Ganesan KP, Saraswathy Hareesh UN, Muthusamy S, Devaki SJ.","ACS Omega. 2018 Mar 31;3(3):3489-3500. doi: 10.1021/acsomega.7b02055. Epub 2018 Mar 26.","Aashish A","ACS Omega","2018","2018/07/20","PMC6044868","","10.1021/acsomega.7b02055"
"25939038","Electrochemical Analysis of Neurotransmitters","Bucher ES, Wightman RM.","Annu Rev Anal Chem (Palo Alto Calif). 2015;8:239-61. doi: 10.1146/annurev-anchem-071114-040426. Epub 2015 May 4.","Bucher ES","Annu Rev Anal Chem (Palo Alto Calif)","2015","2015/05/05","PMC4728736","NIHMS753313","10.1146/annurev-anchem-071114-040426"
"32212495","[Neurophysiological mechanisms of ejaculation]","Zhang QJ, Xia JD, Song NH.","Zhonghua Nan Ke Xue. 2018 Dec;24(12):1126-1131.","Zhang QJ","Zhonghua Nan Ke Xue","2018","2020/03/27","","",""
"25979836","Gastrointestinal hormones/neurotransmitters and growth factors can activate P21 activated kinase 2 in pancreatic acinar cells by novel mechanisms","Nuche-Berenguer B, Jensen RT.","Biochim Biophys Acta. 2015 Oct;1853(10 Pt A):2371-82. doi: 10.1016/j.bbamcr.2015.05.011. Epub 2015 May 12.","Nuche-Berenguer B","Biochim Biophys Acta","2015","2015/05/17","PMC5474308","NIHMS862855","10.1016/j.bbamcr.2015.05.011"
"32714595","Label-free imaging of neurotransmitters in live brain tissue by multi-photon ultraviolet microscopy","Maity BK, Maiti S.","Neuronal Signal. 2018 Dec 3;2(4):NS20180132. doi: 10.1042/NS20180132. eCollection 2018 Dec.","Maity BK","Neuronal Signal","2018","2020/07/28","PMC7373235","","10.1042/NS20180132"
"31603659","Synaptic Copper, Amyloid-β, and Neurotransmitters in Alzheimer's Disease","Nam E, Nam G, Lim MH.","Biochemistry. 2020 Jan 14;59(1):15-17. doi: 10.1021/acs.biochem.9b00775. Epub 2019 Oct 11.","Nam E","Biochemistry","2020","2019/10/12","","","10.1021/acs.biochem.9b00775"
"29913534","Effects of Acute Stress on Thrombosis","Bentur OS, Sarig G, Brenner B, Jacob G.","Semin Thromb Hemost. 2018 Oct;44(7):662-668. doi: 10.1055/s-0038-1660853. Epub 2018 Jun 18.","Bentur OS","Semin Thromb Hemost","2018","2018/06/19","","","10.1055/s-0038-1660853"
"31555663","Structure and Gating Dynamics of Na(+)/Cl(-) Coupled Neurotransmitter Transporters","Joseph D, Pidathala S, Mallela AK, Penmatsa A.","Front Mol Biosci. 2019 Sep 6;6:80. doi: 10.3389/fmolb.2019.00080. eCollection 2019.","Joseph D","Front Mol Biosci","2019","2019/09/27","PMC6742698","","10.3389/fmolb.2019.00080"
"31319731","Controversies Surrounding the Pathophysiology of Tics","Singer HS, Augustine F.","J Child Neurol. 2019 Nov;34(13):851-862. doi: 10.1177/0883073819862121. Epub 2019 Jul 18.","Singer HS","J Child Neurol","2019","2019/07/20","","","10.1177/0883073819862121"
"31824293","Early Actions of Neurotransmitters During Cortex Development and Maturation of Reprogrammed Neurons","Ojeda J, Ávila A.","Front Synaptic Neurosci. 2019 Nov 21;11:33. doi: 10.3389/fnsyn.2019.00033. eCollection 2019.","Ojeda J","Front Synaptic Neurosci","2019","2019/12/12","PMC6881277","","10.3389/fnsyn.2019.00033"
"30008384","The role of neuropeptides and neurotransmitters on kisspeptin/kiss1r-signaling in female reproduction","Saedi S, Khoradmehr A, Mohammad Reza JS, Tamadon A.","J Chem Neuroanat. 2018 Oct;92:71-82. doi: 10.1016/j.jchemneu.2018.07.001. Epub 2018 Jul 6.","Saedi S","J Chem Neuroanat","2018","2018/07/17","","","10.1016/j.jchemneu.2018.07.001"
"31052309","Latest Trends in Electrochemical Sensors for Neurotransmitters: A Review","Tavakolian-Ardakani Z, Hosu O, Cristea C, Mazloum-Ardakani M, Marrazza G.","Sensors (Basel). 2019 Apr 30;19(9):2037. doi: 10.3390/s19092037.","Tavakolian-Ardakani Z","Sensors (Basel)","2019","2019/05/05","PMC6539656","","10.3390/s19092037"
"28426956","Amines, Astrocytes, and Arousal","Bazargani N, Attwell D.","Neuron. 2017 Apr 19;94(2):228-231. doi: 10.1016/j.neuron.2017.03.035.","Bazargani N","Neuron","2017","2017/04/21","","","10.1016/j.neuron.2017.03.035"
"29129776","Glucagon-like Peptide-1 (GLP-1) and neurotransmitters signaling in epilepsy: An insight review","Koshal P, Jamwal S, Kumar P.","Neuropharmacology. 2018 Jul 1;136(Pt B):271-279. doi: 10.1016/j.neuropharm.2017.11.015. Epub 2017 Nov 10.","Koshal P","Neuropharmacology","2018","2017/11/14","","","10.1016/j.neuropharm.2017.11.015"
"29869166","Metabolism of amino acid neurotransmitters: the synaptic disorder underlying inherited metabolic diseases","Kölker S.","J Inherit Metab Dis. 2018 Nov;41(6):1055-1063. doi: 10.1007/s10545-018-0201-4. Epub 2018 Jun 4.","Kölker S","J Inherit Metab Dis","2018","2018/06/06","","","10.1007/s10545-018-0201-4"
"29689267","Neurotransmitters in hermatypic coral, Acropora spp., and its contribution to synchronous spawning during reproductive event","Taira J, Higa I, Tsuchida E, Isomura N, Iguchi A.","Biochem Biophys Res Commun. 2018 Jun 18;501(1):80-84. doi: 10.1016/j.bbrc.2018.04.170. Epub 2018 May 8.","Taira J","Biochem Biophys Res Commun","2018","2018/04/25","","","10.1016/j.bbrc.2018.04.170"
"31009755","Functional microglia neurotransmitters in amyotrophic lateral sclerosis","Volonté C, Amadio S, Fabbrizio P, Apolloni S.","Semin Cell Dev Biol. 2019 Oct;94:121-128. doi: 10.1016/j.semcdb.2019.04.014. Epub 2019 Apr 23.","Volonté C","Semin Cell Dev Biol","2019","2019/04/23","","","10.1016/j.semcdb.2019.04.014"
"28716705","Pathobiology of biliary epithelia","Cheung AC, Lorenzo Pisarello MJ, LaRusso NF.","Biochim Biophys Acta Mol Basis Dis. 2018 Apr;1864(4 Pt B):1220-1231. doi: 10.1016/j.bbadis.2017.06.024. Epub 2017 Jul 15.","Cheung AC","Biochim Biophys Acta Mol Basis Dis","2018","2017/07/19","PMC5777905","NIHMS915500","10.1016/j.bbadis.2017.06.024"
"29747855","Neural Cotransmission in Spinal Circuits Governing Locomotion","Svensson E, Williams MJ, Schiöth HB.","Trends Neurosci. 2018 Aug;41(8):540-550. doi: 10.1016/j.tins.2018.04.007. Epub 2018 May 7.","Svensson E","Trends Neurosci","2018","2018/05/12","","","10.1016/j.tins.2018.04.007"
"26903855","Presynaptic Molecular Determinants of Quantal Size","Takamori S.","Front Synaptic Neurosci. 2016 Feb 8;8:2. doi: 10.3389/fnsyn.2016.00002. eCollection 2016.","Takamori S","Front Synaptic Neurosci","2016","2016/02/24","PMC4744840","","10.3389/fnsyn.2016.00002"
"31354626","Editorial: Hormones, Neurotransmitters, and T-Cell Development in Health and Disease","Pérez AR, Mendes-da-Cruz DA, Geenen V, Savino W.","Front Endocrinol (Lausanne). 2019 Jul 11;10:454. doi: 10.3389/fendo.2019.00454. eCollection 2019.","Pérez AR","Front Endocrinol (Lausanne)","2019","2019/07/30","PMC6637459","","10.3389/fendo.2019.00454"
"31772598","Electroacupuncture Relieves CCI-Induced Neuropathic Pain Involving Excitatory and Inhibitory Neurotransmitters","Huang CP, Lin YW, Lee DY, Hsieh CL.","Evid Based Complement Alternat Med. 2019 Oct 20;2019:6784735. doi: 10.1155/2019/6784735. eCollection 2019.","Huang CP","Evid Based Complement Alternat Med","2019","2019/11/28","PMC6854981","","10.1155/2019/6784735"
"29126252","Monoamines in glioblastoma: complex biology with therapeutic potential","Caragher SP, Hall RR, Ahsan R, Ahmed AU.","Neuro Oncol. 2018 Jul 5;20(8):1014-1025. doi: 10.1093/neuonc/nox210.","Caragher SP","Neuro Oncol","2018","2017/11/11","PMC6280144","","10.1093/neuonc/nox210"
"26350337","Atypical Neurotransmitters and the Neurobiology of Depression","Joca SR, Moreira FA, Wegener G.","CNS Neurol Disord Drug Targets. 2015;14(8):1001-11. doi: 10.2174/1871527314666150909114804.","Joca SR","CNS Neurol Disord Drug Targets","2015","2015/09/10","","","10.2174/1871527314666150909114804"
"28035531","Neuroimmune Modulation of Gut Function","Shea-Donohue T, Urban JF Jr.","Handb Exp Pharmacol. 2017;239:247-267. doi: 10.1007/164_2016_109.","Shea-Donohue T","Handb Exp Pharmacol","2017","2016/12/31","","","10.1007/164_2016_109"
"31066413","Liquid-based memory and artificial synapse","Kim D , Lee JS .","Nanoscale. 2019 May 16;11(19):9726-9732. doi: 10.1039/c9nr02767j.","Kim D","Nanoscale","2019","2019/05/09","","","10.1039/c9nr02767j"
"31070376","Synthetic Photoswitchable Neurotransmitters Based on Bridged Azobenzenes","Cabré G, Garrido-Charles A, González-Lafont À, Moormann W, Langbehn D, Egea D, Lluch JM, Herges R, Alibés R, Busqué F, Gorostiza P, Hernando J.","Org Lett. 2019 May 17;21(10):3780-3784. doi: 10.1021/acs.orglett.9b01222. Epub 2019 May 9.","Cabré G","Org Lett","2019","2019/05/10","","","10.1021/acs.orglett.9b01222"
