PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"30565508","Brain Glucose Metabolism: Integration of Energetics with Function","Dienel GA.","Physiol Rev. 2019 Jan 1;99(1):949-1045. doi: 10.1152/physrev.00062.2017.","Dienel GA","Physiol Rev","2019","2018/12/20","","","10.1152/physrev.00062.2017"
"31583586","Physiology of Oligodendroglia","Butt AM, Papanikolaou M, Rivera A.","Adv Exp Med Biol. 2019;1175:117-128. doi: 10.1007/978-981-13-9913-8_5.","Butt AM","Adv Exp Med Biol","2019","2019/10/05","","","10.1007/978-981-13-9913-8_5"
"30829650","Neuro-immune crosstalk and allergic inflammation","Kabata H, Artis D.","J Clin Invest. 2019 Mar 4;129(4):1475-1482. doi: 10.1172/JCI124609. eCollection 2019 Mar 4.","Kabata H","J Clin Invest","2019","2019/03/05","PMC6436850","","10.1172/JCI124609"
"30372766","Inherited Disorders of Neurotransmitters: Classification and Practical Approaches for Diagnosis and Treatment","Brennenstuhl H, Jung-Klawitter S, Assmann B, Opladen T.","Neuropediatrics. 2019 Feb;50(1):2-14. doi: 10.1055/s-0038-1673630. Epub 2018 Oct 29.","Brennenstuhl H","Neuropediatrics","2019","2018/10/30","","","10.1055/s-0038-1673630"
"30777863","Neural stem cells: origin, heterogeneity and regulation in the adult mammalian brain","Obernier K, Alvarez-Buylla A.","Development. 2019 Feb 18;146(4):dev156059. doi: 10.1242/dev.156059.","Obernier K","Development","2019","2019/02/20","PMC6398449","","10.1242/dev.156059"
"30799021","Chemoconnectomics: Mapping Chemical Transmission in Drosophila","Deng B, Li Q, Liu X, Cao Y, Li B, Qian Y, Xu R, Mao R, Zhou E, Zhang W, Huang J, Rao Y.","Neuron. 2019 Mar 6;101(5):876-893.e4. doi: 10.1016/j.neuron.2019.01.045. Epub 2019 Feb 21.","Deng B","Neuron","2019","2019/02/26","","","10.1016/j.neuron.2019.01.045"
"31148444","Anxiolytic Effect of Essential Oils and Their Constituents: A Review","Zhang N, Yao L.","J Agric Food Chem. 2019 Dec 18;67(50):13790-13808. doi: 10.1021/acs.jafc.9b00433. Epub 2019 Jun 13.","Zhang N","J Agric Food Chem","2019","2019/06/01","","","10.1021/acs.jafc.9b00433"
"30948838","Embracing diversity in the 5-HT neuronal system","Okaty BW, Commons KG, Dymecki SM.","Nat Rev Neurosci. 2019 Jul;20(7):397-424. doi: 10.1038/s41583-019-0151-3.","Okaty BW","Nat Rev Neurosci","2019","2019/04/06","","","10.1038/s41583-019-0151-3"
"31786317","The role of neutrophils in neuro-immune modulation","Kanashiro A, Hiroki CH, da Fonseca DM, Birbrair A, Ferreira RG, Bassi GS, Fonseca MD, Kusuda R, Cebinelli GCM, da Silva KP, Wanderley CW, Menezes GB, Alves-Fiho JC, Oliveira AG, Cunha TM, Pupo AS, Ulloa L, Cunha FQ.","Pharmacol Res. 2020 Jan;151:104580. doi: 10.1016/j.phrs.2019.104580. Epub 2019 Nov 28.","Kanashiro A","Pharmacol Res","2020","2019/12/02","PMC7023896","NIHMS1556095","10.1016/j.phrs.2019.104580"
"31731606","An Association of Serotonin with Pain Disorders and Its Modulation by Estrogens","Paredes S, Cantillo S, Candido KD, Knezevic NN.","Int J Mol Sci. 2019 Nov 15;20(22):5729. doi: 10.3390/ijms20225729.","Paredes S","Int J Mol Sci","2019","2019/11/17","PMC6888666","","10.3390/ijms20225729"
"31213389","Neuronal Regulation of Immunity in the Skin and Lungs","Blake KJ, Jiang XR, Chiu IM.","Trends Neurosci. 2019 Aug;42(8):537-551. doi: 10.1016/j.tins.2019.05.005. Epub 2019 Jun 15.","Blake KJ","Trends Neurosci","2019","2019/06/20","PMC6661013","NIHMS1530896","10.1016/j.tins.2019.05.005"
"30450823","Pharmacological effects of berberine on mood disorders","Fan J, Zhang K, Jin Y, Li B, Gao S, Zhu J, Cui R.","J Cell Mol Med. 2019 Jan;23(1):21-28. doi: 10.1111/jcmm.13930. Epub 2018 Nov 18.","Fan J","J Cell Mol Med","2019","2018/11/20","PMC6307759","","10.1111/jcmm.13930"
"30957306","Glutamate versus GABA in neuron-oligodendroglia communication","Habermacher C, Angulo MC, Benamer N.","Glia. 2019 Nov;67(11):2092-2106. doi: 10.1002/glia.23618. Epub 2019 Apr 7.","Habermacher C","Glia","2019","2019/04/09","","","10.1002/glia.23618"
"29512464","Insight Into the Emerging Role of Striatal Neurotransmitters in the Pathophysiology of Parkinson's Disease and Huntington's Disease: A Review","Jamwal S, Kumar P.","Curr Neuropharmacol. 2019;17(2):165-175. doi: 10.2174/1570159X16666180302115032.","Jamwal S","Curr Neuropharmacol","2019","2018/03/08","PMC6343208","","10.2174/1570159X16666180302115032"
"31392675","Physiology of Microglia","Garaschuk O, Verkhratsky A.","Methods Mol Biol. 2019;2034:27-40. doi: 10.1007/978-1-4939-9658-2_3.","Garaschuk O","Methods Mol Biol","2019","2019/08/09","","","10.1007/978-1-4939-9658-2_3"
"31626816","Can we 'seize' the gut microbiota to treat epilepsy?","De Caro C, Iannone LF, Citraro R, Striano P, De Sarro G, Constanti A, Cryan JF, Russo E.","Neurosci Biobehav Rev. 2019 Dec;107:750-764. doi: 10.1016/j.neubiorev.2019.10.002. Epub 2019 Oct 15.","De Caro C","Neurosci Biobehav Rev","2019","2019/10/19","","","10.1016/j.neubiorev.2019.10.002"
"30367342","An overview of energy and metabolic regulation","Wen S, Wang C, Gong M, Zhou L.","Sci China Life Sci. 2019 Jun;62(6):771-790. doi: 10.1007/s11427-018-9371-4. Epub 2018 Oct 18.","Wen S","Sci China Life Sci","2019","2018/10/28","","","10.1007/s11427-018-9371-4"
"31120798","Drug treatment strategies for depression in Parkinson disease","Ryan M, Eatmon CV, Slevin JT.","Expert Opin Pharmacother. 2019 Aug;20(11):1351-1363. doi: 10.1080/14656566.2019.1612877. Epub 2019 May 23.","Ryan M","Expert Opin Pharmacother","2019","2019/05/24","","","10.1080/14656566.2019.1612877"
"31906250","L-DOPA in Parkinson's Disease: Looking at the ""False"" Neurotransmitters and Their Meaning","Chagraoui A, Boulain M, Juvin L, Anouar Y, Barrière G, Deurwaerdère P.","Int J Mol Sci. 2019 Dec 31;21(1):294. doi: 10.3390/ijms21010294.","Chagraoui A","Int J Mol Sci","2019","2020/01/08","PMC6981630","","10.3390/ijms21010294"
"31619913","Probiotics: A Potential Immunotherapeutic Approach for the Treatment of Schizophrenia","Grover S, Patil A, Kaur A, Garg G.","J Pharm Bioallied Sci. 2019 Oct-Dec;11(4):321-327. doi: 10.4103/jpbs.JPBS_47_19.","Grover S","J Pharm Bioallied Sci","2019","2019/10/18","PMC6791081","","10.4103/jpbs.JPBS_47_19"
"31269754","Neuroimmune Interactions in the Gut and Their Significance for Intestinal Immunity","Brinkman DJ, Ten Hove AS, Vervoordeldonk MJ, Luyer MD, de Jonge WJ.","Cells. 2019 Jul 2;8(7):670. doi: 10.3390/cells8070670.","Brinkman DJ","Cells","2019","2019/07/05","PMC6679154","","10.3390/cells8070670"
"31786064","Serotonergic Modulation of Walking in Drosophila","Howard CE, Chen CL, Tabachnik T, Hormigo R, Ramdya P, Mann RS.","Curr Biol. 2019 Dec 16;29(24):4218-4230.e8. doi: 10.1016/j.cub.2019.10.042. Epub 2019 Nov 27.","Howard CE","Curr Biol","2019","2019/12/02","PMC6935052","NIHMS1543000","10.1016/j.cub.2019.10.042"
"31815123","Review on Cross Talk between Neurotransmitters and Neuroinflammation in Striatum and Cerebellum in the Mediation of Motor Behaviour","Abg Abd Wahab DY, Gau CH, Zakaria R, Muthu Karuppan MK, A-Rahbi BS, Abdullah Z, Alrafiah A, Abdullah JM, Muthuraju S.","Biomed Res Int. 2019 Nov 14;2019:1767203. doi: 10.1155/2019/1767203. eCollection 2019.","Abg Abd Wahab DY","Biomed Res Int","2019","2019/12/10","PMC6877979","","10.1155/2019/1767203"
"31808561","Migraine: a brain state amenable to therapy","Eller M, Goadsby PJ.","Med J Aust. 2020 Jan;212(1):32-39. doi: 10.5694/mja2.50435. Epub 2019 Dec 6.","Eller M","Med J Aust","2020","2019/12/07","","","10.5694/mja2.50435"
"30953003","Opposite effects of dopamine and serotonin on resting-state networks: review and implications for psychiatric disorders","Conio B, Martino M, Magioncalda P, Escelsior A, Inglese M, Amore M, Northoff G.","Mol Psychiatry. 2020 Jan;25(1):82-93. doi: 10.1038/s41380-019-0406-4. Epub 2019 Apr 5.","Conio B","Mol Psychiatry","2020","2019/04/07","","","10.1038/s41380-019-0406-4"
"31727220","Psychopharmacology of chronic pain","Ciaramella A.","Handb Clin Neurol. 2019;165:317-337. doi: 10.1016/B978-0-444-64012-3.00019-8.","Ciaramella A","Handb Clin Neurol","2019","2019/11/16","","","10.1016/B978-0-444-64012-3.00019-8"
"31302665","Sleep and neurological autoimmune diseases","Iranzo A.","Neuropsychopharmacology. 2020 Jan;45(1):129-140. doi: 10.1038/s41386-019-0463-z. Epub 2019 Jul 14.","Iranzo A","Neuropsychopharmacology","2020","2019/07/15","PMC6879573","","10.1038/s41386-019-0463-z"
"30919078","Folic acid deficiency and vision: a review","Sijilmassi O.","Graefes Arch Clin Exp Ophthalmol. 2019 Aug;257(8):1573-1580. doi: 10.1007/s00417-019-04304-3. Epub 2019 Mar 27.","Sijilmassi O","Graefes Arch Clin Exp Ophthalmol","2019","2019/03/29","","","10.1007/s00417-019-04304-3"
"30944117","Tumor Neurobiology and the War of Nerves in Cancer","Faulkner S, Jobling P, March B, Jiang CC, Hondermarck H.","Cancer Discov. 2019 Jun;9(6):702-710. doi: 10.1158/2159-8290.CD-18-1398. Epub 2019 Apr 3.","Faulkner S","Cancer Discov","2019","2019/04/05","","","10.1158/2159-8290.CD-18-1398"
"31680846","Generating Brain Waves, the Power of Astrocytes","Buskila Y, Bellot-Saez A, Morley JW.","Front Neurosci. 2019 Oct 18;13:1125. doi: 10.3389/fnins.2019.01125. eCollection 2019.","Buskila Y","Front Neurosci","2019","2019/11/05","PMC6813784","","10.3389/fnins.2019.01125"
"30573837","Sensing neurotransmitters","Vogt N.","Nat Methods. 2019 Jan;16(1):17. doi: 10.1038/s41592-018-0268-8.","Vogt N","Nat Methods","2019","2018/12/22","","","10.1038/s41592-018-0268-8"
"31603834","[Early diagnosis of phenylketonuria. Physiopathology of the neuronal damage and therapeutic options]","Campistol Plana J.","Medicina (B Aires). 2019;79 Suppl 3:2-5.","Campistol Plana J","Medicina (B Aires)","2019","2019/10/12","","",""
"30520694","Cyclic AMP-dependent protein kinase A and EPAC mediate VIP and secretin stimulation of PAK4 and activation of Na(+),K(+)-ATPase in pancreatic acinar cells","Ramos-Alvarez I, Lee L, Jensen RT.","Am J Physiol Gastrointest Liver Physiol. 2019 Feb 1;316(2):G263-G277. doi: 10.1152/ajpgi.00275.2018. Epub 2018 Dec 6.","Ramos-Alvarez I","Am J Physiol Gastrointest Liver Physiol","2019","2018/12/07","PMC6397337","","10.1152/ajpgi.00275.2018"
"31784969","Potential Anti-Depressive Treatment Maneuvers from Bench to Bedside","Cai M, Wang H, Zhang X.","Adv Exp Med Biol. 2019;1180:277-295. doi: 10.1007/978-981-32-9271-0_15.","Cai M","Adv Exp Med Biol","2019","2019/12/01","","","10.1007/978-981-32-9271-0_15"
"31760409","Autism spectrum disorder (ASD) - biomarkers of oxidative stress and methylation and transsulfuration cycle","Waligóra A, Waligóra S, Kozarska M, Damasiewicz-Bodzek A, Gorczyca P, Tyrpień-Golder K.","Psychiatr Pol. 2019 Aug 31;53(4):771-788. doi: 10.12740/PP/89948. Epub 2019 Aug 31.","Waligóra A","Psychiatr Pol","2019","2019/11/25","","","10.12740/PP/89948"
"30952622","Aromatic amino acid decarboxylase deficiency: Molecular and metabolic basis and therapeutic outlook","Himmelreich N, Montioli R, Bertoldi M, Carducci C, Leuzzi V, Gemperle C, Berner T, Hyland K, Thöny B, Hoffmann GF, Voltattorni CB, Blau N.","Mol Genet Metab. 2019 May;127(1):12-22. doi: 10.1016/j.ymgme.2019.03.009. Epub 2019 Mar 27.","Himmelreich N","Mol Genet Metab","2019","2019/04/07","","","10.1016/j.ymgme.2019.03.009"
"31405045","Analysis of Catecholamines and Pterins in Inborn Errors of Monoamine Neurotransmitter Metabolism-From Past to Future","Jung-Klawitter S, Kuseyri Hübschmann O.","Cells. 2019 Aug 9;8(8):867. doi: 10.3390/cells8080867.","Jung-Klawitter S","Cells","2019","2019/08/14","PMC6721669","","10.3390/cells8080867"
"30999218","Interaction of neurotransmitters and neurochemicals with lymphocytes","Kerage D, Sloan EK, Mattarollo SR, McCombe PA.","J Neuroimmunol. 2019 Jul 15;332:99-111. doi: 10.1016/j.jneuroim.2019.04.006. Epub 2019 Apr 11.","Kerage D","J Neuroimmunol","2019","2019/04/19","","","10.1016/j.jneuroim.2019.04.006"
"31756367","Cellular mechanisms governing glucose-dependent insulinotropic polypeptide secretion","Reimann F, Diakogiannaki E, Moss CE, Gribble FM.","Peptides. 2020 Mar;125:170206. doi: 10.1016/j.peptides.2019.170206. Epub 2019 Nov 19.","Reimann F","Peptides","2020","2019/11/23","","","10.1016/j.peptides.2019.170206"
"31548706","Comprehensive mapping of neurotransmitter networks by MALDI-MS imaging","Shariatgorji M, Nilsson A, Fridjonsdottir E, Vallianatou T, Källback P, Katan L, Sävmarker J, Mantas I, Zhang X, Bezard E, Svenningsson P, Odell LR, Andrén PE.","Nat Methods. 2019 Oct;16(10):1021-1028. doi: 10.1038/s41592-019-0551-3. Epub 2019 Sep 23.","Shariatgorji M","Nat Methods","2019","2019/09/25","","","10.1038/s41592-019-0551-3"
"31703453","G Protein-Coupled Receptors (GPCRs)-Mediated Calcium Signaling in Ovarian Cancer: Focus on GPCRs activated by Neurotransmitters and Inflammation-Associated Molecules","Predescu DV, Crețoiu SM, Crețoiu D, Pavelescu LA, Suciu N, Radu BM, Voinea SC.","Int J Mol Sci. 2019 Nov 7;20(22):5568. doi: 10.3390/ijms20225568.","Predescu DV","Int J Mol Sci","2019","2019/11/10","PMC6888001","","10.3390/ijms20225568"
"31603552","Pathogenesis of Cluster Headache: From Episodic to Chronic Form, the Role of Neurotransmitters and Neuromodulators","D'Andrea G, Gucciardi A, Perini F, Leon A.","Headache. 2019 Oct;59(9):1665-1670. doi: 10.1111/head.13673.","D'Andrea G","Headache","2019","2019/10/12","","","10.1111/head.13673"
"31816407","The role of the endogenous neurotransmitters associated with neuropathic pain and in the opioid crisis: The innate pain-relieving system","Bán EG, Brassai A, Vizi ES.","Brain Res Bull. 2020 Feb;155:129-136. doi: 10.1016/j.brainresbull.2019.12.001. Epub 2019 Dec 6.","Bán EG","Brain Res Bull","2020","2019/12/10","","","10.1016/j.brainresbull.2019.12.001"
"30898321","The gut microbiota promotes the pathogenesis of schizophrenia via multiple pathways","Yuan X, Kang Y, Zhuo C, Huang XF, Song X.","Biochem Biophys Res Commun. 2019 Apr 30;512(2):373-380. doi: 10.1016/j.bbrc.2019.02.152. Epub 2019 Mar 18.","Yuan X","Biochem Biophys Res Commun","2019","2019/03/23","","","10.1016/j.bbrc.2019.02.152"
"30706797","Neuroendocrine Mechanisms Involved in Male Sexual and Emotional Behavior","Iovino M, Messana T, Iovino E, De Pergola G, Guastamacchia E, Giagulli VA, Triggiani V.","Endocr Metab Immune Disord Drug Targets. 2019;19(4):472-480. doi: 10.2174/1871530319666190131155310.","Iovino M","Endocr Metab Immune Disord Drug Targets","2019","2019/02/02","PMC7360913","","10.2174/1871530319666190131155310"
"31745238","Prospective biomarkers of major depressive disorder: a systematic review and meta-analysis","Kennis M, Gerritsen L, van Dalen M, Williams A, Cuijpers P, Bockting C.","Mol Psychiatry. 2020 Feb;25(2):321-338. doi: 10.1038/s41380-019-0585-z. Epub 2019 Nov 19.","Kennis M","Mol Psychiatry","2020","2019/11/21","PMC6974432","","10.1038/s41380-019-0585-z"
"31400823","Cell-Specific Neuropharmacology","Mondoloni S, Durand-de Cuttoli R, Mourot A.","Trends Pharmacol Sci. 2019 Sep;40(9):696-710. doi: 10.1016/j.tips.2019.07.007. Epub 2019 Aug 7.","Mondoloni S","Trends Pharmacol Sci","2019","2019/08/12","","","10.1016/j.tips.2019.07.007"
"31421697","Enkephalinase regulation","Ramírez-Sánchez M, Prieto I, Segarra AB, Martínez-Cañamero M, Banegas I, de Gasparo M.","Vitam Horm. 2019;111:105-129. doi: 10.1016/bs.vh.2019.05.007. Epub 2019 Jun 10.","Ramírez-Sánchez M","Vitam Horm","2019","2019/08/19","","","10.1016/bs.vh.2019.05.007"
"30707593","Electrochemistry at the Synapse","Shin M, Wang Y, Borgus JR, Venton BJ.","Annu Rev Anal Chem (Palo Alto Calif). 2019 Jun 12;12(1):297-321. doi: 10.1146/annurev-anchem-061318-115434. Epub 2019 Feb 1.","Shin M","Annu Rev Anal Chem (Palo Alto Calif)","2019","2019/02/02","PMC6989097","NIHMS1067678","10.1146/annurev-anchem-061318-115434"
"30851296","Fast-acting antidepressant activity of ketamine: highlights on brain serotonin, glutamate, and GABA neurotransmission in preclinical studies","Pham TH, Gardier AM.","Pharmacol Ther. 2019 Jul;199:58-90. doi: 10.1016/j.pharmthera.2019.02.017. Epub 2019 Mar 7.","Pham TH","Pharmacol Ther","2019","2019/03/10","","","10.1016/j.pharmthera.2019.02.017"
"31063134","A question of lineage","Sen S.","Elife. 2019 May 7;8:e47162. doi: 10.7554/eLife.47162.","Sen S","Elife","2019","2019/05/08","PMC6504229","","10.7554/eLife.47162"
"30113008","Vigilance States: Central Neural Pathways, Neurotransmitters and Neurohormones","Iovino M, Messana T, De Pergola G, Iovino E, Guastamacchia E, Giagulli VA, Triggiani V.","Endocr Metab Immune Disord Drug Targets. 2019;19(1):26-37. doi: 10.2174/1871530318666180816115720.","Iovino M","Endocr Metab Immune Disord Drug Targets","2019","2018/08/17","","","10.2174/1871530318666180816115720"
"31705490","Genetic Markers in Psychiatry","Nedic Erjavec G, Svob Strac D, Tudor L, Konjevod M, Sagud M, Pivac N.","Adv Exp Med Biol. 2019;1192:53-93. doi: 10.1007/978-981-32-9721-0_4.","Nedic Erjavec G","Adv Exp Med Biol","2019","2019/11/10","","","10.1007/978-981-32-9721-0_4"
"31614151","The brain as a target of hormonal contraceptives: Evidence from animal studies","Porcu P, Serra M, Concas A.","Front Neuroendocrinol. 2019 Oct;55:100799. doi: 10.1016/j.yfrne.2019.100799. Epub 2019 Oct 12.","Porcu P","Front Neuroendocrinol","2019","2019/10/16","","","10.1016/j.yfrne.2019.100799"
"31388798","Melatonin and Parkinson Disease: Current Status and Future Perspectives for Molecular Mechanisms","Tamtaji OR, Reiter RJ, Alipoor R, Dadgostar E, Kouchaki E, Asemi Z.","Cell Mol Neurobiol. 2020 Jan;40(1):15-23. doi: 10.1007/s10571-019-00720-5. Epub 2019 Aug 6.","Tamtaji OR","Cell Mol Neurobiol","2020","2019/08/08","","","10.1007/s10571-019-00720-5"
"30841895","Possible relation between consumption of different food groups and depression","Grases G, Colom MA, Sanchis P, Grases F.","BMC Psychol. 2019 Mar 6;7(1):14. doi: 10.1186/s40359-019-0292-1.","Grases G","BMC Psychol","2019","2019/03/08","PMC6404288","","10.1186/s40359-019-0292-1"
"30836315","LC-MS/MS-based quantification of tryptophan metabolites and neurotransmitters in the serum and brain of mice","Wang LS, Zhang MD, Tao X, Zhou YF, Liu XM, Pan RL, Liao YH, Chang Q.","J Chromatogr B Analyt Technol Biomed Life Sci. 2019 Apr 1;1112:24-32. doi: 10.1016/j.jchromb.2019.02.021. Epub 2019 Feb 22.","Wang LS","J Chromatogr B Analyt Technol Biomed Life Sci","2019","2019/03/06","","","10.1016/j.jchromb.2019.02.021"
"31687362","Psoriasis and alcohol","Svanström C, Lonne-Rahm SB, Nordlind K.","Psoriasis (Auckl). 2019 Aug 21;9:75-79. doi: 10.2147/PTT.S164104. eCollection 2019.","Svanström C","Psoriasis (Auckl)","2019","2019/11/06","PMC6709030","","10.2147/PTT.S164104"
"30951895","The astrocyte biochemistry","Souza DG, Almeida RF, Souza DO, Zimmer ER.","Semin Cell Dev Biol. 2019 Nov;95:142-150. doi: 10.1016/j.semcdb.2019.04.002. Epub 2019 Apr 22.","Souza DG","Semin Cell Dev Biol","2019","2019/04/06","","","10.1016/j.semcdb.2019.04.002"
"31400164","Optogenetic manipulation of astrocytes from synapses to neuronal networks: A potential therapeutic strategy for neurodegenerative diseases","Xie Z, Yang Q, Song D, Quan Z, Qing H.","Glia. 2020 Feb;68(2):215-226. doi: 10.1002/glia.23693. Epub 2019 Aug 10.","Xie Z","Glia","2020","2019/08/11","","","10.1002/glia.23693"
"31207909","Opioid-Mediated Astrocyte-Neuron Signaling in the Nucleus Accumbens","Corkrum M, Rothwell PE, Thomas MJ, Kofuji P, Araque A.","Cells. 2019 Jun 14;8(6):586. doi: 10.3390/cells8060586.","Corkrum M","Cells","2019","2019/06/19","PMC6628279","","10.3390/cells8060586"
"31975714","Effects of different sweeteners on behavior and neurotransmitters release in mice","Yin KJ, Xie DY, Zhao L, Fan G, Ren JN, Zhang LL, Pan SY.","J Food Sci Technol. 2020 Jan;57(1):113-121. doi: 10.1007/s13197-019-04036-6. Epub 2019 Aug 21.","Yin KJ","J Food Sci Technol","2020","2020/01/25","PMC6952499","","10.1007/s13197-019-04036-6"
"31249368","Biosynthesis and Extracellular Concentrations of N,N-dimethyltryptamine (DMT) in Mammalian Brain","Dean JG, Liu T, Huff S, Sheler B, Barker SA, Strassman RJ, Wang MM, Borjigin J.","Sci Rep. 2019 Jun 27;9(1):9333. doi: 10.1038/s41598-019-45812-w.","Dean JG","Sci Rep","2019","2019/06/29","PMC6597727","","10.1038/s41598-019-45812-w"
"31605635","The interactive effects of acute exercise and hypoxia on cognitive performance: A narrative review","Ando S, Komiyama T, Sudo M, Higaki Y, Ishida K, Costello JT, Katayama K.","Scand J Med Sci Sports. 2020 Mar;30(3):384-398. doi: 10.1111/sms.13573. Epub 2019 Oct 27.","Ando S","Scand J Med Sci Sports","2020","2019/10/13","","","10.1111/sms.13573"
"31851910","Calcium-Independent Exo-endocytosis Coupling at Small Central Synapses","Orlando M, Schmitz D, Rosenmund C, Herman MA.","Cell Rep. 2019 Dec 17;29(12):3767-3774.e3. doi: 10.1016/j.celrep.2019.11.060.","Orlando M","Cell Rep","2019","2019/12/19","","","10.1016/j.celrep.2019.11.060"
"30779050","Female Reproductive Behavior","Snoeren EMS.","Curr Top Behav Neurosci. 2019;43:1-44. doi: 10.1007/7854_2018_68.","Snoeren EMS","Curr Top Behav Neurosci","2019","2019/02/20","","","10.1007/7854_2018_68"
"31003725","Synaptic Vesicle Recycling Pathway Determines Neurotransmitter Content and Release Properties","Silm K, Yang J, Marcott PF, Asensio CS, Eriksen J, Guthrie DA, Newman AH, Ford CP, Edwards RH.","Neuron. 2019 May 22;102(4):786-800.e5. doi: 10.1016/j.neuron.2019.03.031. Epub 2019 Apr 16.","Silm K","Neuron","2019","2019/04/21","PMC6541489","NIHMS1525479","10.1016/j.neuron.2019.03.031"
"30758785","Dopamine in psychiatry: a historical perspective","Foley PB.","J Neural Transm (Vienna). 2019 Apr;126(4):473-479. doi: 10.1007/s00702-019-01987-0. Epub 2019 Feb 13.","Foley PB","J Neural Transm (Vienna)","2019","2019/02/14","","","10.1007/s00702-019-01987-0"
"31721693","Neurotransmitter, Antioxidant and Anti-neuroinflammatory Mechanistic Potentials of Herbal Medicines in Ameliorating Autism Spectrum Disorder","Kardani A, Soltani A, Sewell RDE, Shahrani M, Rafieian-Kopaei M.","Curr Pharm Des. 2019;25(41):4421-4429. doi: 10.2174/1381612825666191112143940.","Kardani A","Curr Pharm Des","2019","2019/11/14","","","10.2174/1381612825666191112143940"
"30767094","NMDA Receptors in Astrocytes","Verkhratsky A, Chvátal A.","Neurochem Res. 2020 Jan;45(1):122-133. doi: 10.1007/s11064-019-02750-3. Epub 2019 Feb 14.","Verkhratsky A","Neurochem Res","2020","2019/02/16","","","10.1007/s11064-019-02750-3"
