PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"27419272","Biological markers for anxiety disorders, OCD and PTSD: A consensus statement. Part II: Neurochemistry, neurophysiology and neurocognition","Bandelow B, Baldwin D, Abelli M, Bolea-Alamanac B, Bourin M, Chamberlain SR, Cinosi E, Davies S, Domschke K, Fineberg N, Grünblatt E, Jarema M, Kim YK, Maron E, Masdrakis V, Mikova O, Nutt D, Pallanti S, Pini S, Ströhle A, Thibaut F, Vaghi MM, Won E, Wedekind D, Wichniak A, Woolley J, Zwanzger P, Riederer P.","World J Biol Psychiatry. 2017 Apr;18(3):162-214. doi: 10.1080/15622975.2016.1190867. Epub 2016 Jul 15.","Bandelow B","World J Biol Psychiatry","2017","2016/07/16","PMC5341771","EMS71678","10.1080/15622975.2016.1190867"
"27756691","Endocannabinoids and sleep","Prospéro-García O, Amancio-Belmont O, Becerril Meléndez AL, Ruiz-Contreras AE, Méndez-Díaz M.","Neurosci Biobehav Rev. 2016 Dec;71:671-679. doi: 10.1016/j.neubiorev.2016.10.005. Epub 2016 Oct 15.","Prospéro-García O","Neurosci Biobehav Rev","2016","2016/11/07","","","10.1016/j.neubiorev.2016.10.005"
"27194812","Targeting cAMP/PKA pathway for glycemic control and type 2 diabetes therapy","Yang H, Yang L.","J Mol Endocrinol. 2016 Aug;57(2):R93-R108. doi: 10.1530/JME-15-0316. Epub 2016 May 18.","Yang H","J Mol Endocrinol","2016","2016/05/20","","","10.1530/JME-15-0316"
"26657483","The Infant Microbiome: Implications for Infant Health and Neurocognitive Development","Yang I, Corwin EJ, Brennan PA, Jordan S, Murphy JR, Dunlop A.","Nurs Res. 2016 Jan-Feb;65(1):76-88. doi: 10.1097/NNR.0000000000000133.","Yang I","Nurs Res","2016","2015/12/15","PMC4681407","NIHMS726269","10.1097/NNR.0000000000000133"
"27647645","Insomnia, parasomnias, and narcolepsy in children: clinical features, diagnosis, and management","Maski K, Owens JA.","Lancet Neurol. 2016 Oct;15(11):1170-81. doi: 10.1016/S1474-4422(16)30204-6.","Maski K","Lancet Neurol","2016","2016/09/21","","","10.1016/S1474-4422(16)30204-6"
"27836462","Clock genes, ADHD and aggression","Mogavero F, Jager A, Glennon JC.","Neurosci Biobehav Rev. 2018 Aug;91:51-68. doi: 10.1016/j.neubiorev.2016.11.002. Epub 2016 Nov 9.","Mogavero F","Neurosci Biobehav Rev","2018","2016/11/13","","","10.1016/j.neubiorev.2016.11.002"
"27239289","Central control of body temperature","Morrison SF.","F1000Res. 2016 May 12;5:F1000 Faculty Rev-880. doi: 10.12688/f1000research.7958.1. eCollection 2016.","Morrison SF","F1000Res","2016","2016/05/31","PMC4870994","","10.12688/f1000research.7958.1"
"26586160","Nanosensors for neurotransmitters","Polo E, Kruss S.","Anal Bioanal Chem. 2016 Apr;408(11):2727-41. doi: 10.1007/s00216-015-9160-x. Epub 2015 Nov 19.","Polo E","Anal Bioanal Chem","2016","2015/11/21","","","10.1007/s00216-015-9160-x"
"27565350","Proteomic Analysis of Unbounded Cellular Compartments: Synaptic Clefts","Loh KH, Stawski PS, Draycott AS, Udeshi ND, Lehrman EK, Wilton DK, Svinkina T, Deerinck TJ, Ellisman MH, Stevens B, Carr SA, Ting AY.","Cell. 2016 Aug 25;166(5):1295-1307.e21. doi: 10.1016/j.cell.2016.07.041.","Loh KH","Cell","2016","2016/08/28","PMC5167540","NIHMS807199","10.1016/j.cell.2016.07.041"
"27524289","LC-MS/MS-based quantification of kynurenine metabolites, tryptophan, monoamines and neopterin in plasma, cerebrospinal fluid and brain","Fuertig R, Ceci A, Camus SM, Bezard E, Luippold AH, Hengerer B.","Bioanalysis. 2016 Sep;8(18):1903-17. doi: 10.4155/bio-2016-0111. Epub 2016 Aug 15.","Fuertig R","Bioanalysis","2016","2016/08/16","","","10.4155/bio-2016-0111"
"27905440","Organization and functions of mGlu and GABA(B) receptor complexes","Pin JP, Bettler B.","Nature. 2016 Dec 1;540(7631):60-68. doi: 10.1038/nature20566.","Pin JP","Nature","2016","2016/12/02","","","10.1038/nature20566"
"27991900","Molecular interrogation of hypothalamic organization reveals distinct dopamine neuronal subtypes","Romanov RA, Zeisel A, Bakker J, Girach F, Hellysaz A, Tomer R, Alpár A, Mulder J, Clotman F, Keimpema E, Hsueh B, Crow AK, Martens H, Schwindling C, Calvigioni D, Bains JS, Máté Z, Szabó G, Yanagawa Y, Zhang MD, Rendeiro A, Farlik M, Uhlén M, Wulff P, Bock C, Broberger C, Deisseroth K, Hökfelt T, Linnarsson S, Horvath TL, Harkany T.","Nat Neurosci. 2017 Feb;20(2):176-188. doi: 10.1038/nn.4462. Epub 2016 Dec 19.","Romanov RA","Nat Neurosci","2017","2016/12/20","","","10.1038/nn.4462"
"27588250","Neurotransmitters in hiccups","Nausheen F, Mohsin H, Lakhan SE.","Springerplus. 2016 Aug 17;5(1):1357. doi: 10.1186/s40064-016-3034-3. eCollection 2016.","Nausheen F","Springerplus","2016","2016/09/03","PMC4988959","","10.1186/s40064-016-3034-3"
"27251213","Vagal neurocircuitry and its influence on gastric motility","Travagli RA, Anselmi L.","Nat Rev Gastroenterol Hepatol. 2016 Jul;13(7):389-401. doi: 10.1038/nrgastro.2016.76. Epub 2016 May 25.","Travagli RA","Nat Rev Gastroenterol Hepatol","2016","2016/06/03","PMC5605144","NIHMS905745","10.1038/nrgastro.2016.76"
"27440727","Imaging synaptic density in the living human brain","Finnema SJ, Nabulsi NB, Eid T, Detyniecki K, Lin SF, Chen MK, Dhaher R, Matuskey D, Baum E, Holden D, Spencer DD, Mercier J, Hannestad J, Huang Y, Carson RE.","Sci Transl Med. 2016 Jul 20;8(348):348ra96. doi: 10.1126/scitranslmed.aaf6667.","Finnema SJ","Sci Transl Med","2016","2016/07/22","","","10.1126/scitranslmed.aaf6667"
"27426949","Presynaptic Excitation via GABAB Receptors in Habenula Cholinergic Neurons Regulates Fear Memory Expression","Zhang J, Tan L, Ren Y, Liang J, Lin R, Feng Q, Zhou J, Hu F, Ren J, Wei C, Yu T, Zhuang Y, Bettler B, Wang F, Luo M.","Cell. 2016 Jul 28;166(3):716-728. doi: 10.1016/j.cell.2016.06.026. Epub 2016 Jul 14.","Zhang J","Cell","2016","2016/07/19","","","10.1016/j.cell.2016.06.026"
"27576673","The neuroanatomy of depression: A review","Oakes P, Loukas M, Oskouian RJ, Tubbs RS.","Clin Anat. 2017 Jan;30(1):44-49. doi: 10.1002/ca.22781. Epub 2016 Oct 28.","Oakes P","Clin Anat","2017","2016/09/01","","","10.1002/ca.22781"
"28359349","A tale of two neurotransmitters","Marshak DW.","Vis Neurosci. 2016 Jan;33:E017. doi: 10.1017/S0952523816000146.","Marshak DW","Vis Neurosci","2016","2017/04/01","PMC5975260","NIHMS967373","10.1017/S0952523816000146"
"28135005","Dendritic Release of Neurotransmitters","Ludwig M, Apps D, Menzies J, Patel JC, Rice ME.","Compr Physiol. 2016 Dec 6;7(1):235-252. doi: 10.1002/cphy.c160007.","Ludwig M","Compr Physiol","2016","2017/01/31","PMC5381730","NIHMS853704","10.1002/cphy.c160007"
"27483340","A Life of Neurotransmitters","Snyder SH.","Annu Rev Pharmacol Toxicol. 2017 Jan 6;57:1-11. doi: 10.1146/annurev-pharmtox-010716-104511. Epub 2016 Jul 22.","Snyder SH","Annu Rev Pharmacol Toxicol","2017","2016/08/03","","","10.1146/annurev-pharmtox-010716-104511"
"27638061","Neurotransmitters in the vestibular system","Balaban CD.","Handb Clin Neurol. 2016;137:41-55. doi: 10.1016/B978-0-444-63437-5.00003-0.","Balaban CD","Handb Clin Neurol","2016","2016/09/18","","","10.1016/B978-0-444-63437-5.00003-0"
"27549789","The role of Epac in the heart","Fujita T, Umemura M, Yokoyama U, Okumura S, Ishikawa Y.","Cell Mol Life Sci. 2017 Feb;74(4):591-606. doi: 10.1007/s00018-016-2336-5. Epub 2016 Aug 22.","Fujita T","Cell Mol Life Sci","2017","2016/08/24","","","10.1007/s00018-016-2336-5"
"26903855","Presynaptic Molecular Determinants of Quantal Size","Takamori S.","Front Synaptic Neurosci. 2016 Feb 8;8:2. doi: 10.3389/fnsyn.2016.00002. eCollection 2016.","Takamori S","Front Synaptic Neurosci","2016","2016/02/24","PMC4744840","","10.3389/fnsyn.2016.00002"
"26601905","Neurotransmitters and Novelty: A Systematic Review","Rangel-Gomez M, Meeter M.","J Psychopharmacol. 2016 Jan;30(1):3-12. doi: 10.1177/0269881115612238. Epub 2015 Nov 24.","Rangel-Gomez M","J Psychopharmacol","2016","2015/11/26","","","10.1177/0269881115612238"
"27043287","What do monoamines do in pain modulation?","Bannister K, Dickenson AH.","Curr Opin Support Palliat Care. 2016 Jun;10(2):143-8. doi: 10.1097/SPC.0000000000000207.","Bannister K","Curr Opin Support Palliat Care","2016","2016/04/05","PMC5604728","EMS69185","10.1097/SPC.0000000000000207"
"27793227","Neuropeptides, Microbiota, and Behavior","Holzer P.","Int Rev Neurobiol. 2016;131:67-89. doi: 10.1016/bs.irn.2016.08.005. Epub 2016 Sep 14.","Holzer P","Int Rev Neurobiol","2016","2016/10/30","","","10.1016/bs.irn.2016.08.005"
"27652227","The pathophysiology of delayed ejaculation","Chen J.","Transl Androl Urol. 2016 Aug;5(4):549-62. doi: 10.21037/tau.2016.05.03.","Chen J","Transl Androl Urol","2016","2016/09/22","PMC5002008","","10.21037/tau.2016.05.03"
"27911748","Actions of Steroids: New Neurotransmitters","Rudolph LM, Cornil CA, Mittelman-Smith MA, Rainville JR, Remage-Healey L, Sinchak K, Micevych PE.","J Neurosci. 2016 Nov 9;36(45):11449-11458. doi: 10.1523/JNEUROSCI.2473-16.2016.","Rudolph LM","J Neurosci","2016","2016/12/03","PMC5125212","","10.1523/JNEUROSCI.2473-16.2016"
"27207154","Benzylpiperazine: ""A messy drug""","Katz DP, Deruiter J, Bhattacharya D, Ahuja M, Bhattacharya S, Clark CR, Suppiramaniam V, Dhanasekaran M.","Drug Alcohol Depend. 2016 Jul 1;164:1-7. doi: 10.1016/j.drugalcdep.2016.04.010. Epub 2016 May 6.","Katz DP","Drug Alcohol Depend","2016","2016/05/22","","","10.1016/j.drugalcdep.2016.04.010"
"26707767","Novel insights into gliotransmitters","Petrelli F, Bezzi P.","Curr Opin Pharmacol. 2016 Feb;26:138-45. doi: 10.1016/j.coph.2015.11.010. Epub 2015 Dec 18.","Petrelli F","Curr Opin Pharmacol","2016","2015/12/29","","","10.1016/j.coph.2015.11.010"
"27412505","Regulators of Cholangiocyte Proliferation","Hall C, Sato K, Wu N, Zhou T, Kyritsi K, Meng F, Glaser S, Alpini G.","Gene Expr. 2017 Feb 10;17(2):155-171. doi: 10.3727/105221616X692568. Epub 2016 Jul 12.","Hall C","Gene Expr","2017","2016/07/15","PMC5494439","NIHMS865032","10.3727/105221616X692568"
"26779053","Neuromodulation of Aerobic Exercise-A Review","Heijnen S, Hommel B, Kibele A, Colzato LS.","Front Psychol. 2016 Jan 7;6:1890. doi: 10.3389/fpsyg.2015.01890. eCollection 2015.","Heijnen S","Front Psychol","2016","2016/01/19","PMC4703784","","10.3389/fpsyg.2015.01890"
"27885637","The Glutamate-Glutamine Cycle in Epilepsy","Eid T, Gruenbaum SE, Dhaher R, Lee TW, Zhou Y, Danbolt NC.","Adv Neurobiol. 2016;13:351-400. doi: 10.1007/978-3-319-45096-4_14.","Eid T","Adv Neurobiol","2016","2016/11/26","","","10.1007/978-3-319-45096-4_14"
"27822666","The Top 5 Neurotransmitters from a Clinical Neurologist's Perspective","Kondziella D.","Neurochem Res. 2017 Jun;42(6):1767-1771. doi: 10.1007/s11064-016-2101-z. Epub 2016 Nov 8.","Kondziella D","Neurochem Res","2017","2016/11/09","","","10.1007/s11064-016-2101-z"
"27842920","Nitroxidative Signaling Mechanisms in Pathological Pain","Grace PM, Gaudet AD, Staikopoulos V, Maier SF, Hutchinson MR, Salvemini D, Watkins LR.","Trends Neurosci. 2016 Dec;39(12):862-879. doi: 10.1016/j.tins.2016.10.003. Epub 2016 Nov 12.","Grace PM","Trends Neurosci","2016","2016/11/16","PMC5148691","NIHMS825956","10.1016/j.tins.2016.10.003"
"27233230","Activity-dependent calcium signalling in oligodendrocyte generation","Pitman KA, Young KM.","Int J Biochem Cell Biol. 2016 Aug;77(Pt A):30-34. doi: 10.1016/j.biocel.2016.05.018. Epub 2016 May 24.","Pitman KA","Int J Biochem Cell Biol","2016","2016/05/29","","","10.1016/j.biocel.2016.05.018"
"27031730","Cerebrospinal Fluid Biomarkers for Huntington's Disease","Byrne LM, Wild EJ.","J Huntingtons Dis. 2016;5(1):1-13. doi: 10.3233/JHD-160196.","Byrne LM","J Huntingtons Dis","2016","2016/04/01","","","10.3233/JHD-160196"
"27864453","Glial cells and energy balance","Argente-Arizón P, Guerra-Cantera S, Garcia-Segura LM, Argente J, Chowen JA.","J Mol Endocrinol. 2017 Jan;58(1):R59-R71. doi: 10.1530/JME-16-0182. Epub 2016 Nov 18.","Argente-Arizón P","J Mol Endocrinol","2017","2016/11/20","","","10.1530/JME-16-0182"
"27885885","Septic encephalopathy and septic encephalitis‬‬","Tauber SC, Eiffert H, Brück W, Nau R.","Expert Rev Anti Infect Ther. 2017 Feb;15(2):121-132. doi: 10.1080/14787210.2017.1265448. Epub 2016 Dec 5.","Tauber SC","Expert Rev Anti Infect Ther","2017","2016/11/26","","","10.1080/14787210.2017.1265448"
"26812863","Putative duality of presynaptic events","Borisova T, Borysov A.","Rev Neurosci. 2016 Jun 1;27(4):377-83. doi: 10.1515/revneuro-2015-0044.","Borisova T","Rev Neurosci","2016","2016/01/27","","","10.1515/revneuro-2015-0044"
"27514298","Sexual Dysfunction Due to Psychotropic Medications","Clayton AH, Alkis AR, Parikh NB, Votta JG.","Psychiatr Clin North Am. 2016 Sep;39(3):427-63. doi: 10.1016/j.psc.2016.04.006. Epub 2016 Jul 2.","Clayton AH","Psychiatr Clin North Am","2016","2016/08/13","","","10.1016/j.psc.2016.04.006"
"26952705","Biomarkers of aggression in dementia","Gotovac K, Nikolac Perković M, Pivac N, Borovečki F.","Prog Neuropsychopharmacol Biol Psychiatry. 2016 Aug 1;69:125-30. doi: 10.1016/j.pnpbp.2016.03.002. Epub 2016 Mar 4.","Gotovac K","Prog Neuropsychopharmacol Biol Psychiatry","2016","2016/03/09","","","10.1016/j.pnpbp.2016.03.002"
"26951057","GABA and glycine in the developing brain","Ito S.","J Physiol Sci. 2016 Sep;66(5):375-9. doi: 10.1007/s12576-016-0442-7. Epub 2016 Mar 7.","Ito S","J Physiol Sci","2016","2016/03/09","","","10.1007/s12576-016-0442-7"
"26436717","The Affective Neuroscience of Aging","Mather M.","Annu Rev Psychol. 2016;67:213-38. doi: 10.1146/annurev-psych-122414-033540. Epub 2015 Oct 2.","Mather M","Annu Rev Psychol","2016","2015/10/06","PMC5780182","NIHMS934351","10.1146/annurev-psych-122414-033540"
"27194425","Childhood Maltreatment in the Migraine Patient","Tietjen GE, Buse DC, Collins SA.","Curr Treat Options Neurol. 2016 Jul;18(7):31. doi: 10.1007/s11940-016-0415-4.","Tietjen GE","Curr Treat Options Neurol","2016","2016/05/20","","","10.1007/s11940-016-0415-4"
"27591044","Kinase-dependent Regulation of Monoamine Neurotransmitter Transporters","Bermingham DP, Blakely RD.","Pharmacol Rev. 2016 Oct;68(4):888-953. doi: 10.1124/pr.115.012260.","Bermingham DP","Pharmacol Rev","2016","2016/09/04","PMC5050440","","10.1124/pr.115.012260"
"26944656","Drugs related to monoamine oxidase activity","Fišar Z.","Prog Neuropsychopharmacol Biol Psychiatry. 2016 Aug 1;69:112-24. doi: 10.1016/j.pnpbp.2016.02.012. Epub 2016 Mar 2.","Fišar Z","Prog Neuropsychopharmacol Biol Psychiatry","2016","2016/03/06","","","10.1016/j.pnpbp.2016.02.012"
"26302980","Phosphatidylinositolphosphate phosphatase activities and cancer","Rudge SA, Wakelam MJ.","J Lipid Res. 2016 Feb;57(2):176-92. doi: 10.1194/jlr.R059154. Epub 2015 Aug 24.","Rudge SA","J Lipid Res","2016","2015/08/26","PMC4727428","","10.1194/jlr.R059154"
"27813667","Neuropeptides as Regulators of Behavior in Insects","Schoofs L, De Loof A, Van Hiel MB.","Annu Rev Entomol. 2017 Jan 31;62:35-52. doi: 10.1146/annurev-ento-031616-035500. Epub 2016 Oct 28.","Schoofs L","Annu Rev Entomol","2017","2016/11/05","","","10.1146/annurev-ento-031616-035500"
"27578016","Neurochemistry of the Anterior Thalamic Nuclei","Żakowski W.","Mol Neurobiol. 2017 Sep;54(7):5248-5263. doi: 10.1007/s12035-016-0077-y. Epub 2016 Aug 30.","Żakowski W","Mol Neurobiol","2017","2016/09/01","","","10.1007/s12035-016-0077-y"
"27069731","Natural polyphenols: Influence on membrane transporters","Hussain SA, Sulaiman AA, Alhaddad H, Alhadidi Q.","J Intercult Ethnopharmacol. 2016 Jan 27;5(1):97-104. doi: 10.5455/jice.20160118062127. eCollection 2016 Jan-Feb.","Hussain SA","J Intercult Ethnopharmacol","2016","2016/04/13","PMC4805155","","10.5455/jice.20160118062127"
"28446416","[Research progress of depression and the application of esketamine]","Lin FB, Hou DR, Tang QP.","Nan Fang Yi Ke Da Xue Xue Bao. 2016 Apr 20;37(4):567-inside back cover. doi: 10.3969/j.issn.1673-4254.2017.04.26.","Lin FB","Nan Fang Yi Ke Da Xue Xue Bao","2016","2017/04/28","PMC6744095","","10.3969/j.issn.1673-4254.2017.04.26"
"27388277","Brain plasticity and migraine transformation: fMRI evidences","Lovati C, Giani L, Mele F, Sinelli A, Tien TT, Preziosa G, Mariani C.","Expert Rev Neurother. 2016 Dec;16(12):1413-1425. doi: 10.1080/14737175.2016.1208565. Epub 2016 Jul 14.","Lovati C","Expert Rev Neurother","2016","2016/07/09","","","10.1080/14737175.2016.1208565"
"26639088","Primary phospholipase C and brain disorders","Yang YR, Kang DS, Lee C, Seok H, Follo MY, Cocco L, Suh PG.","Adv Biol Regul. 2016 May;61:80-5. doi: 10.1016/j.jbior.2015.11.003. Epub 2015 Nov 27.","Yang YR","Adv Biol Regul","2016","2015/12/08","","","10.1016/j.jbior.2015.11.003"
"26903509","60 YEARS OF POMC: Lipotropin and beta-endorphin: a perspective","Smyth DG.","J Mol Endocrinol. 2016 May;56(4):T13-25. doi: 10.1530/JME-16-0033. Epub 2016 Feb 22.","Smyth DG","J Mol Endocrinol","2016","2016/02/24","","","10.1530/JME-16-0033"
"27422519","Glutamate: Tastant and Neuromodulator in Taste Buds","Vandenbeuch A, Kinnamon SC.","Adv Nutr. 2016 Jul 15;7(4):823S-7S. doi: 10.3945/an.115.011304. Print 2016 Jul.","Vandenbeuch A","Adv Nutr","2016","2016/07/17","PMC4942866","","10.3945/an.115.011304"
"30792896","Learning and memory under stress: implications for the classroom","Vogel S, Schwabe L.","NPJ Sci Learn. 2016 Jun 29;1:16011. doi: 10.1038/npjscilearn.2016.11. eCollection 2016.","Vogel S","NPJ Sci Learn","2016","2019/02/23","PMC6380371","","10.1038/npjscilearn.2016.11"
"26990968","The intravesicular cocktail and its role in the regulation of exocytosis","Estévez-Herrera J, González-Santana A, Baz-Dávila R, Machado JD, Borges R.","J Neurochem. 2016 Jun;137(6):897-903. doi: 10.1111/jnc.13609. Epub 2016 May 2.","Estévez-Herrera J","J Neurochem","2016","2016/03/19","","","10.1111/jnc.13609"
"26914808","The gut-itch connection","Sanders KM, Nattkemper LA, Yosipovitch G.","Exp Dermatol. 2016 May;25(5):344-5. doi: 10.1111/exd.12994.","Sanders KM","Exp Dermatol","2016","2016/02/26","","","10.1111/exd.12994"
"26750396","The association between the serotonin and dopamine neurotransmitters and personality traits","Delvecchio G, Bellani M, Altamura AC, Brambilla P.","Epidemiol Psychiatr Sci. 2016 Apr;25(2):109-12. doi: 10.1017/S2045796015001146. Epub 2016 Jan 11.","Delvecchio G","Epidemiol Psychiatr Sci","2016","2016/01/12","PMC6998595","","10.1017/S2045796015001146"
"26695044","HPLC Neurotransmitter Analysis","Holm TH, Isaksen TJ, Lykke-Hartmann K.","Methods Mol Biol. 2016;1377:333-40. doi: 10.1007/978-1-4939-3179-8_29.","Holm TH","Methods Mol Biol","2016","2015/12/24","","","10.1007/978-1-4939-3179-8_29"
"27645822","Modulation of Kv7 channels and excitability in the brain","Greene DL, Hoshi N.","Cell Mol Life Sci. 2017 Feb;74(3):495-508. doi: 10.1007/s00018-016-2359-y. Epub 2016 Sep 19.","Greene DL","Cell Mol Life Sci","2017","2016/09/21","PMC5243414","NIHMS817761","10.1007/s00018-016-2359-y"
"27294114","Retinal Macroglial Responses in Health and Disease","de Hoz R, Rojas B, Ramírez AI, Salazar JJ, Gallego BI, Triviño A, Ramírez JM.","Biomed Res Int. 2016;2016:2954721. doi: 10.1155/2016/2954721. Epub 2016 May 18.","de Hoz R","Biomed Res Int","2016","2016/06/14","PMC4887628","","10.1155/2016/2954721"
"27317860","Lipids in psychiatric disorders and preventive medicine","Schneider M, Levant B, Reichel M, Gulbins E, Kornhuber J, Müller CP.","Neurosci Biobehav Rev. 2017 May;76(Pt B):336-362. doi: 10.1016/j.neubiorev.2016.06.002. Epub 2016 Jun 16.","Schneider M","Neurosci Biobehav Rev","2017","2016/06/19","","","10.1016/j.neubiorev.2016.06.002"
"26867166","Environmental exposure to metals, neurodevelopment, and psychosis","Modabbernia A, Arora M, Reichenberg A.","Curr Opin Pediatr. 2016 Apr;28(2):243-9. doi: 10.1097/MOP.0000000000000332.","Modabbernia A","Curr Opin Pediatr","2016","2016/02/12","","","10.1097/MOP.0000000000000332"
"26855895","Respiratory mechanics in brain injury: A review","Koutsoukou A, Katsiari M, Orfanos SE, Kotanidou A, Daganou M, Kyriakopoulou M, Koulouris NG, Rovina N.","World J Crit Care Med. 2016 Feb 4;5(1):65-73. doi: 10.5492/wjccm.v5.i1.65. eCollection 2016 Feb 4.","Koutsoukou A","World J Crit Care Med","2016","2016/02/09","PMC4733457","","10.5492/wjccm.v5.i1.65"
"27056187","The Fluorescence Methods to Study Neurotransmitters (Biomediators) in Plant Cells","Roshchina VV.","J Fluoresc. 2016 May;26(3):1029-43. doi: 10.1007/s10895-016-1791-6. Epub 2016 Apr 7.","Roshchina VV","J Fluoresc","2016","2016/04/09","","","10.1007/s10895-016-1791-6"
"27073048","Serotonergic perturbations in dystonia disorders-a systematic review","Smit M, Bartels AL, van Faassen M, Kuiper A, Niezen-Koning KE, Kema IP, Dierckx RA, de Koning TJ, Tijssen MA.","Neurosci Biobehav Rev. 2016 Jun;65:264-75. doi: 10.1016/j.neubiorev.2016.03.015. Epub 2016 Apr 9.","Smit M","Neurosci Biobehav Rev","2016","2016/04/14","","","10.1016/j.neubiorev.2016.03.015"
"26938559","Botulinum toxin A for the Treatment of Overactive Bladder","Hsieh PF, Chiu HC, Chen KC, Chang CH, Chou EC.","Toxins (Basel). 2016 Feb 29;8(3):59. doi: 10.3390/toxins8030059.","Hsieh PF","Toxins (Basel)","2016","2016/03/04","PMC4810204","","10.3390/toxins8030059"
"30695520","[""Unpredictable stress"": Ambiguous Stress-Reactivity of Long-Term Plasticity]","Kudryashova IY, Gulyaeva NV.","Zh Vyssh Nerv Deiat Im I P Pavlova. 2016 Jul;66(4):414-428.","Kudryashova IY","Zh Vyssh Nerv Deiat Im I P Pavlova","2016","2019/01/30","","",""
