PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"29261228","Overview of Monoamine Transporters","Aggarwal S, Mortensen OV.","Curr Protoc Pharmacol. 2017 Dec 20;79:12.16.1-12.16.17. doi: 10.1002/cpph.32.","Aggarwal S","Curr Protoc Pharmacol","2017","2017/12/21","PMC5841473","NIHMS904692","10.1002/cpph.32"
"29069229","Physical exercise-induced fatigue: the role of serotonergic and dopaminergic systems","Cordeiro LMS, Rabelo PCR, Moraes MM, Teixeira-Coelho F, Coimbra CC, Wanner SP, Soares DD.","Braz J Med Biol Res. 2017 Oct 19;50(12):e6432. doi: 10.1590/1414-431X20176432.","Cordeiro LMS","Braz J Med Biol Res","2017","2017/10/26","PMC5649871","","10.1590/1414-431X20176432"
"28434991","The control of sleep and wakefulness by mesolimbic dopamine systems","Oishi Y, Lazarus M.","Neurosci Res. 2017 May;118:66-73. doi: 10.1016/j.neures.2017.04.008. Epub 2017 Apr 20.","Oishi Y","Neurosci Res","2017","2017/04/25","","","10.1016/j.neures.2017.04.008"
"27419272","Biological markers for anxiety disorders, OCD and PTSD: A consensus statement. Part II: Neurochemistry, neurophysiology and neurocognition","Bandelow B, Baldwin D, Abelli M, Bolea-Alamanac B, Bourin M, Chamberlain SR, Cinosi E, Davies S, Domschke K, Fineberg N, Grünblatt E, Jarema M, Kim YK, Maron E, Masdrakis V, Mikova O, Nutt D, Pallanti S, Pini S, Ströhle A, Thibaut F, Vaghi MM, Won E, Wedekind D, Wichniak A, Woolley J, Zwanzger P, Riederer P.","World J Biol Psychiatry. 2017 Apr;18(3):162-214. doi: 10.1080/15622975.2016.1190867. Epub 2016 Jul 15.","Bandelow B","World J Biol Psychiatry","2017","2016/07/16","PMC5341771","EMS71678","10.1080/15622975.2016.1190867"
"28800937","Vortioxetine: A new alternative for the treatment of major depressive disorder","Salagre E, Grande I, Solé B, Sanchez-Moreno J, Vieta E.","Rev Psiquiatr Salud Ment. 2018 Jan-Mar;11(1):48-59. doi: 10.1016/j.rpsm.2017.06.006. Epub 2017 Aug 8.","Salagre E","Rev Psiquiatr Salud Ment","2018","2017/08/13","","","10.1016/j.rpsm.2017.06.006"
"28492466","NGF and Its Receptors in the Regulation of Inflammatory Response","Minnone G, De Benedetti F, Bracci-Laudiero L.","Int J Mol Sci. 2017 May 11;18(5):1028. doi: 10.3390/ijms18051028.","Minnone G","Int J Mol Sci","2017","2017/05/12","PMC5454940","","10.3390/ijms18051028"
"28862266","Genomic and epigenomic mechanisms of glucocorticoids in the brain","Gray JD, Kogan JF, Marrocco J, McEwen BS.","Nat Rev Endocrinol. 2017 Nov;13(11):661-673. doi: 10.1038/nrendo.2017.97. Epub 2017 Sep 1.","Gray JD","Nat Rev Endocrinol","2017","2017/09/02","","","10.1038/nrendo.2017.97"
"28540750","Neurobiology of emotions: an update","Esperidião-Antonio V, Majeski-Colombo M, Toledo-Monteverde D, Moraes-Martins G, Fernandes JJ, Bauchiglioni de Assis M, Montenegro S, Siqueira-Batista R.","Int Rev Psychiatry. 2017 Jun;29(3):293-307. doi: 10.1080/09540261.2017.1285983. Epub 2017 May 25.","Esperidião-Antonio V","Int Rev Psychiatry","2017","2017/05/26","","","10.1080/09540261.2017.1285983"
"28826978","A Review of the Physiological Effects and Mechanisms of Singing","Kang J, Scholp A, Jiang JJ.","J Voice. 2018 Jul;32(4):390-395. doi: 10.1016/j.jvoice.2017.07.008. Epub 2017 Aug 18.","Kang J","J Voice","2018","2017/08/23","","","10.1016/j.jvoice.2017.07.008"
"29450391","Citicoline - a neuroprotector with proven effects on glaucomatous disease","Iulia C, Ruxandra T, Costin LB, Liliana-Mary V.","Rom J Ophthalmol. 2017 Jul-Sep;61(3):152-158. doi: 10.22336/rjo.2017.29.","Iulia C","Rom J Ophthalmol","2017","2018/02/17","PMC5710031","","10.22336/rjo.2017.29"
"28143625","Potential benefits of phytochemicals against Alzheimer's disease","Wightman EL.","Proc Nutr Soc. 2017 May;76(2):106-112. doi: 10.1017/S0029665116002962. Epub 2017 Feb 1.","Wightman EL","Proc Nutr Soc","2017","2017/02/02","","","10.1017/S0029665116002962"
"28706220","Opportunities for therapeutic antibodies directed at G-protein-coupled receptors","Hutchings CJ, Koglin M, Olson WC, Marshall FH.","Nat Rev Drug Discov. 2017 Sep;16(9):787-810. doi: 10.1038/nrd.2017.91. Epub 2017 Jul 14.","Hutchings CJ","Nat Rev Drug Discov","2017","2017/07/15","","","10.1038/nrd.2017.91"
"29186792","Molecular Mechanisms of GPCR Signaling: A Structural Perspective","Gurevich VV, Gurevich EV.","Int J Mol Sci. 2017 Nov 24;18(12):2519. doi: 10.3390/ijms18122519.","Gurevich VV","Int J Mol Sci","2017","2017/12/01","PMC5751122","","10.3390/ijms18122519"
"31662725","Appetite Regulation: Hormones, Peptides, and Neurotransmitters and Their Role in Obesity","Miller GD.","Am J Lifestyle Med. 2017 Jun 23;13(6):586-601. doi: 10.1177/1559827617716376. eCollection 2019 Nov-Dec.","Miller GD","Am J Lifestyle Med","2017","2019/10/31","PMC6796227","","10.1177/1559827617716376"
"27991900","Molecular interrogation of hypothalamic organization reveals distinct dopamine neuronal subtypes","Romanov RA, Zeisel A, Bakker J, Girach F, Hellysaz A, Tomer R, Alpár A, Mulder J, Clotman F, Keimpema E, Hsueh B, Crow AK, Martens H, Schwindling C, Calvigioni D, Bains JS, Máté Z, Szabó G, Yanagawa Y, Zhang MD, Rendeiro A, Farlik M, Uhlén M, Wulff P, Bock C, Broberger C, Deisseroth K, Hökfelt T, Linnarsson S, Horvath TL, Harkany T.","Nat Neurosci. 2017 Feb;20(2):176-188. doi: 10.1038/nn.4462. Epub 2016 Dec 19.","Romanov RA","Nat Neurosci","2017","2016/12/20","","","10.1038/nn.4462"
"28368982","Spinal Cord Stimulation in Chronic Pain: Mode of Action","Vallejo R, Bradley K, Kapural L.","Spine (Phila Pa 1976). 2017 Jul 15;42 Suppl 14:S53-S60. doi: 10.1097/BRS.0000000000002179.","Vallejo R","Spine (Phila Pa 1976)","2017","2017/04/04","","","10.1097/BRS.0000000000002179"
"29058703","Metabolic shift induced by systemic activation of T cells in PD-1-deficient mice perturbs brain monoamines and emotional behavior","Miyajima M, Zhang B, Sugiura Y, Sonomura K, Guerrini MM, Tsutsui Y, Maruya M, Vogelzang A, Chamoto K, Honda K, Hikida T, Ito S, Qin H, Sanuki R, Suzuki K, Furukawa T, Ishihama Y, Matsuda F, Suematsu M, Honjo T, Fagarasan S.","Nat Immunol. 2017 Dec;18(12):1342-1352. doi: 10.1038/ni.3867. Epub 2017 Oct 23.","Miyajima M","Nat Immunol","2017","2017/10/24","","","10.1038/ni.3867"
"28409748","A Critical Assessment of Research on Neurotransmitters in Alzheimer's Disease","Reddy PH.","J Alzheimers Dis. 2017;57(4):969-974. doi: 10.3233/JAD-170256.","Reddy PH","J Alzheimers Dis","2017","2017/04/15","PMC5791142","NIHMS937339","10.3233/JAD-170256"
"29288677","The use of quetiapine in the treatment of major depressive disorder: Evidence from clinical and experimental studies","Ignácio ZM, Calixto AV, da Silva RH, Quevedo J, Réus GZ.","Neurosci Biobehav Rev. 2018 Mar;86:36-50. doi: 10.1016/j.neubiorev.2017.12.012. Epub 2017 Dec 27.","Ignácio ZM","Neurosci Biobehav Rev","2018","2017/12/31","","","10.1016/j.neubiorev.2017.12.012"
"28470485","Biomarkers of Suicide Attempt Behavior: Towards a Biological Model of Risk","Sudol K, Mann JJ.","Curr Psychiatry Rep. 2017 Jun;19(6):31. doi: 10.1007/s11920-017-0781-y.","Sudol K","Curr Psychiatry Rep","2017","2017/05/05","","","10.1007/s11920-017-0781-y"
"28424515","Structure and allosteric inhibition of excitatory amino acid transporter 1","Canul-Tec JC, Assal R, Cirri E, Legrand P, Brier S, Chamot-Rooke J, Reyes N.","Nature. 2017 Apr 27;544(7651):446-451. doi: 10.1038/nature22064. Epub 2017 Apr 19.","Canul-Tec JC","Nature","2017","2017/04/21","PMC5410168","EMS71849","10.1038/nature22064"
"28649132","Reassessment of subacute MPTP-treated mice as animal model of Parkinson's disease","Zhang QS, Heng Y, Mou Z, Huang JY, Yuan YH, Chen NH.","Acta Pharmacol Sin. 2017 Oct;38(10):1317-1328. doi: 10.1038/aps.2017.49. Epub 2017 Jun 26.","Zhang QS","Acta Pharmacol Sin","2017","2017/06/27","PMC5630672","","10.1038/aps.2017.49"
"28276653","The building of the neocortex with non-hyperpolarizing neurotransmitters","Ascenzi M, Bony G.","Dev Neurobiol. 2017 Sep;77(9):1023-1037. doi: 10.1002/dneu.22495. Epub 2017 May 4.","Ascenzi M","Dev Neurobiol","2017","2017/03/10","","","10.1002/dneu.22495"
"27576673","The neuroanatomy of depression: A review","Oakes P, Loukas M, Oskouian RJ, Tubbs RS.","Clin Anat. 2017 Jan;30(1):44-49. doi: 10.1002/ca.22781. Epub 2016 Oct 28.","Oakes P","Clin Anat","2017","2016/09/01","","","10.1002/ca.22781"
"28317427","Fatigue: Is it all neurochemistry?","Meeusen R, Roelands B.","Eur J Sport Sci. 2018 Feb;18(1):37-46. doi: 10.1080/17461391.2017.1296890. Epub 2017 Mar 19.","Meeusen R","Eur J Sport Sci","2018","2017/03/21","","","10.1080/17461391.2017.1296890"
"28622777","[Iron and Neurodevelopment]","Vallée L.","Arch Pediatr. 2017 May;24(5S):5S18-5S22. doi: 10.1016/S0929-693X(17)24005-6.","Vallée L","Arch Pediatr","2017","2017/06/18","","","10.1016/S0929-693X(17)24005-6"
"28813755","Genetics of Alcoholism","Zhu EC, Soundy TJ, Hu Y.","S D Med. 2017 May;70(5):225-227.","Zhu EC","S D Med","2017","2017/08/17","","",""
"27483340","A Life of Neurotransmitters","Snyder SH.","Annu Rev Pharmacol Toxicol. 2017 Jan 6;57:1-11. doi: 10.1146/annurev-pharmtox-010716-104511. Epub 2016 Jul 22.","Snyder SH","Annu Rev Pharmacol Toxicol","2017","2016/08/03","","","10.1146/annurev-pharmtox-010716-104511"
"28616124","Psychoneuroimmunoendocrinology: clinical implications","González-Díaz SN, Arias-Cruz A, Elizondo-Villarreal B, Monge-Ortega OP.","World Allergy Organ J. 2017 Jun 6;10(1):19. doi: 10.1186/s40413-017-0151-6. eCollection 2017.","González-Díaz SN","World Allergy Organ J","2017","2017/06/16","PMC5460476","","10.1186/s40413-017-0151-6"
"29220802","Conducting polymer-based electrochemical biosensors for neurotransmitters: A review","Moon JM, Thapliyal N, Hussain KK, Goyal RN, Shim YB.","Biosens Bioelectron. 2018 Apr 15;102:540-552. doi: 10.1016/j.bios.2017.11.069. Epub 2017 Dec 5.","Moon JM","Biosens Bioelectron","2018","2017/12/09","","","10.1016/j.bios.2017.11.069"
"28938081","Sleep in Insects","Helfrich-Förster C.","Annu Rev Entomol. 2018 Jan 7;63:69-86. doi: 10.1146/annurev-ento-020117-043201. Epub 2017 Sep 22.","Helfrich-Förster C","Annu Rev Entomol","2018","2017/09/23","","","10.1146/annurev-ento-020117-043201"
"28132831","Transient Opening of the Mitochondrial Permeability Transition Pore Induces Microdomain Calcium Transients in Astrocyte Processes","Agarwal A, Wu PH, Hughes EG, Fukaya M, Tischfield MA, Langseth AJ, Wirtz D, Bergles DE.","Neuron. 2017 Feb 8;93(3):587-605.e7. doi: 10.1016/j.neuron.2016.12.034. Epub 2017 Jan 26.","Agarwal A","Neuron","2017","2017/01/31","PMC5308886","NIHMS839722","10.1016/j.neuron.2016.12.034"
"28258672","Mitochondria in brain hypoxia","Lenart J.","Postepy Hig Med Dosw (Online). 2017 Feb 15;71(0):118-128. doi: 10.5604/01.3001.0010.3796.","Lenart J","Postepy Hig Med Dosw (Online)","2017","2017/03/05","","","10.5604/01.3001.0010.3796"
"27549789","The role of Epac in the heart","Fujita T, Umemura M, Yokoyama U, Okumura S, Ishikawa Y.","Cell Mol Life Sci. 2017 Feb;74(4):591-606. doi: 10.1007/s00018-016-2336-5. Epub 2016 Aug 22.","Fujita T","Cell Mol Life Sci","2017","2016/08/24","","","10.1007/s00018-016-2336-5"
"28426956","Amines, Astrocytes, and Arousal","Bazargani N, Attwell D.","Neuron. 2017 Apr 19;94(2):228-231. doi: 10.1016/j.neuron.2017.03.035.","Bazargani N","Neuron","2017","2017/04/21","","","10.1016/j.neuron.2017.03.035"
"29129776","Glucagon-like Peptide-1 (GLP-1) and neurotransmitters signaling in epilepsy: An insight review","Koshal P, Jamwal S, Kumar P.","Neuropharmacology. 2018 Jul 1;136(Pt B):271-279. doi: 10.1016/j.neuropharm.2017.11.015. Epub 2017 Nov 10.","Koshal P","Neuropharmacology","2018","2017/11/14","","","10.1016/j.neuropharm.2017.11.015"
"29056148","Neuropeptides and Addiction: An Introduction","Thiele TE.","Int Rev Neurobiol. 2017;136:1-3. doi: 10.1016/bs.irn.2017.07.001. Epub 2017 Aug 9.","Thiele TE","Int Rev Neurobiol","2017","2017/10/24","","","10.1016/bs.irn.2017.07.001"
"28716705","Pathobiology of biliary epithelia","Cheung AC, Lorenzo Pisarello MJ, LaRusso NF.","Biochim Biophys Acta Mol Basis Dis. 2018 Apr;1864(4 Pt B):1220-1231. doi: 10.1016/j.bbadis.2017.06.024. Epub 2017 Jul 15.","Cheung AC","Biochim Biophys Acta Mol Basis Dis","2018","2017/07/19","PMC5777905","NIHMS915500","10.1016/j.bbadis.2017.06.024"
"28270301","Synapses in neurodegenerative diseases","Bae JR, Kim SH.","BMB Rep. 2017 May;50(5):237-246. doi: 10.5483/bmbrep.2017.50.5.038.","Bae JR","BMB Rep","2017","2017/03/09","PMC5458673","","10.5483/bmbrep.2017.50.5.038"
"28882652","Measuring Olfactory Processes in Mus musculus","Schellinck H.","Behav Processes. 2018 Oct;155:19-25. doi: 10.1016/j.beproc.2017.08.009. Epub 2017 Sep 4.","Schellinck H","Behav Processes","2018","2017/09/09","","","10.1016/j.beproc.2017.08.009"
"28035531","Neuroimmune Modulation of Gut Function","Shea-Donohue T, Urban JF Jr.","Handb Exp Pharmacol. 2017;239:247-267. doi: 10.1007/164_2016_109.","Shea-Donohue T","Handb Exp Pharmacol","2017","2016/12/31","","","10.1007/164_2016_109"
"28155133","Parkinson's disease as a multisystem disorder","Klingelhoefer L, Reichmann H.","J Neural Transm (Vienna). 2017 Jun;124(6):709-713. doi: 10.1007/s00702-017-1692-0. Epub 2017 Feb 2.","Klingelhoefer L","J Neural Transm (Vienna)","2017","2017/02/04","","","10.1007/s00702-017-1692-0"
"28210978","Future Directions in Imaging Neurodegeneration","Masdeu JC.","Curr Neurol Neurosci Rep. 2017 Jan;17(1):9. doi: 10.1007/s11910-017-0718-1.","Masdeu JC","Curr Neurol Neurosci Rep","2017","2017/02/18","","","10.1007/s11910-017-0718-1"
"29135273","[Neuroscience of mental flexibility]","Janka Z.","Orv Hetil. 2017 Nov;158(45):1771-1786. doi: 10.1556/650.2017.30906.","Janka Z","Orv Hetil","2017","2017/11/15","","","10.1556/650.2017.30906"
"28360835","Hemifusion in Synaptic Vesicle Cycle","Kweon DH, Kong B, Shin YK.","Front Mol Neurosci. 2017 Mar 16;10:65. doi: 10.3389/fnmol.2017.00065. eCollection 2017.","Kweon DH","Front Mol Neurosci","2017","2017/04/01","PMC5352705","","10.3389/fnmol.2017.00065"
"28941015","Neuroglial interactions underpinning myelin plasticity","de Faria O Jr, Pama EAC, Evans K, Luzhynskaya A, Káradóttir RT.","Dev Neurobiol. 2018 Feb;78(2):93-107. doi: 10.1002/dneu.22539. Epub 2017 Sep 30.","de Faria O Jr","Dev Neurobiol","2018","2017/09/24","","","10.1002/dneu.22539"
"27903845","Protein biomarkers of mood disorders","Rodríguez Cerdeira C, Sánchez-Blanco E, Sánchez-Blanco B, González-Cespón JL; Working Group of IISGS.","Int J Immunopathol Pharmacol. 2017 Mar;30(1):7-12. doi: 10.1177/0394632016681017. Epub 2017 Jan 24.","Rodríguez Cerdeira C","Int J Immunopathol Pharmacol","2017","2016/12/02","PMC5806783","","10.1177/0394632016681017"
"28485842","Overview of Neuropeptides: Awakening the Senses?","Russo AF.","Headache. 2017 May;57 Suppl 2(Suppl 2):37-46. doi: 10.1111/head.13084.","Russo AF","Headache","2017","2017/05/10","PMC5424629","NIHMS860267","10.1111/head.13084"
"29223284","Daily rhythms count for female fertility","Simonneaux V, Bahougne T, Angelopoulou E.","Best Pract Res Clin Endocrinol Metab. 2017 Oct;31(5):505-519. doi: 10.1016/j.beem.2017.10.012. Epub 2017 Nov 7.","Simonneaux V","Best Pract Res Clin Endocrinol Metab","2017","2017/12/11","","","10.1016/j.beem.2017.10.012"
"28336068","Bioapplications of Electrochemical Sensors and Biosensors","Dumitrescu E, Andreescu S.","Methods Enzymol. 2017;589:301-350. doi: 10.1016/bs.mie.2017.01.017. Epub 2017 Mar 9.","Dumitrescu E","Methods Enzymol","2017","2017/03/25","","","10.1016/bs.mie.2017.01.017"
"28699241","Calcium dependence of spontaneous neurotransmitter release","Williams CL, Smith SM.","J Neurosci Res. 2018 Mar;96(3):335-347. doi: 10.1002/jnr.24116. Epub 2017 Jul 12.","Williams CL","J Neurosci Res","2018","2017/07/13","PMC5766384","NIHMS886674","10.1002/jnr.24116"
"28108359","Synaptic targets: Chronic alcohol actions","Roberto M, Varodayan FP.","Neuropharmacology. 2017 Aug 1;122:85-99. doi: 10.1016/j.neuropharm.2017.01.013. Epub 2017 Jan 17.","Roberto M","Neuropharmacology","2017","2017/01/22","PMC5479718","NIHMS846528","10.1016/j.neuropharm.2017.01.013"
"29223589","Breakthroughs in neuroactive steroid drug discovery","Blanco MJ, La D, Coughlin Q, Newman CA, Griffin AM, Harrison BL, Salituro FG.","Bioorg Med Chem Lett. 2018 Jan 15;28(2):61-70. doi: 10.1016/j.bmcl.2017.11.043. Epub 2017 Dec 2.","Blanco MJ","Bioorg Med Chem Lett","2018","2017/12/11","","","10.1016/j.bmcl.2017.11.043"
"28379355","Neuromodulation in Chemosensory Pathways","McIntyre JC, Thiebaud N, McGann JP, Komiyama T, Rothermel M.","Chem Senses. 2017 Jun 1;42(5):375-379. doi: 10.1093/chemse/bjx014.","McIntyre JC","Chem Senses","2017","2017/04/06","PMC5863563","","10.1093/chemse/bjx014"
"29203179","Neurotransmitters in the mediation of cerebral ischemic injury","Mayor D, Tymianski M.","Neuropharmacology. 2018 May 15;134(Pt B):178-188. doi: 10.1016/j.neuropharm.2017.11.050. Epub 2017 Dec 2.","Mayor D","Neuropharmacology","2018","2017/12/06","","","10.1016/j.neuropharm.2017.11.050"
"27412505","Regulators of Cholangiocyte Proliferation","Hall C, Sato K, Wu N, Zhou T, Kyritsi K, Meng F, Glaser S, Alpini G.","Gene Expr. 2017 Feb 10;17(2):155-171. doi: 10.3727/105221616X692568. Epub 2016 Jul 12.","Hall C","Gene Expr","2017","2016/07/15","PMC5494439","NIHMS865032","10.3727/105221616X692568"
"29108800","Nano- and neurotoxicology: An emerging discipline","Bencsik A, Lestaevel P, Guseva Canu I.","Prog Neurobiol. 2018 Jan;160:45-63. doi: 10.1016/j.pneurobio.2017.10.003. Epub 2017 Nov 3.","Bencsik A","Prog Neurobiol","2018","2017/11/08","","","10.1016/j.pneurobio.2017.10.003"
"28777170","Brain Circuitry Controlling Sleep and Wakefulness","Horner RL, Peever JH.","Continuum (Minneap Minn). 2017 Aug;23(4, Sleep Neurology):955-972. doi: 10.1212/CON.0000000000000495.","Horner RL","Continuum (Minneap Minn)","2017","2017/08/05","","","10.1212/CON.0000000000000495"
"27822666","The Top 5 Neurotransmitters from a Clinical Neurologist's Perspective","Kondziella D.","Neurochem Res. 2017 Jun;42(6):1767-1771. doi: 10.1007/s11064-016-2101-z. Epub 2016 Nov 8.","Kondziella D","Neurochem Res","2017","2016/11/09","","","10.1007/s11064-016-2101-z"
"28321204","A Comprehensive View of the β-Arrestinome","Crépieux P, Poupon A, Langonné-Gallay N, Reiter E, Delgado J, Schaefer MH, Bourquard T, Serrano L, Kiel C.","Front Endocrinol (Lausanne). 2017 Mar 6;8:32. doi: 10.3389/fendo.2017.00032. eCollection 2017.","Crépieux P","Front Endocrinol (Lausanne)","2017","2017/03/22","PMC5337525","","10.3389/fendo.2017.00032"
"28501003","Phytochemicals for taming agitated immune-endocrine-neural axis","Patel S.","Biomed Pharmacother. 2017 Jul;91:767-775. doi: 10.1016/j.biopha.2017.05.010. Epub 2017 May 10.","Patel S","Biomed Pharmacother","2017","2017/05/14","","","10.1016/j.biopha.2017.05.010"
"28452955","Peripheral Nerve Fibers and Their Neurotransmitters in Osteoarthritis Pathology","Grässel S, Muschter D.","Int J Mol Sci. 2017 Apr 28;18(5):931. doi: 10.3390/ijms18050931.","Grässel S","Int J Mol Sci","2017","2017/04/29","PMC5454844","","10.3390/ijms18050931"
"29306400","Crosstalk between cancer and the neuro-immune system","Kuol N, Stojanovska L, Apostolopoulos V, Nurgali K.","J Neuroimmunol. 2018 Feb 15;315:15-23. doi: 10.1016/j.jneuroim.2017.12.016. Epub 2017 Dec 19.","Kuol N","J Neuroimmunol","2018","2018/01/08","","","10.1016/j.jneuroim.2017.12.016"
"27885885","Septic encephalopathy and septic encephalitis‬‬","Tauber SC, Eiffert H, Brück W, Nau R.","Expert Rev Anti Infect Ther. 2017 Feb;15(2):121-132. doi: 10.1080/14787210.2017.1265448. Epub 2016 Dec 5.","Tauber SC","Expert Rev Anti Infect Ther","2017","2016/11/26","","","10.1080/14787210.2017.1265448"
"28441891","Investigational and experimental GnRH analogs and associated neurotransmitters","Blumenfeld Z.","Expert Opin Investig Drugs. 2017 Jun;26(6):661-667. doi: 10.1080/13543784.2017.1323869. Epub 2017 May 4.","Blumenfeld Z","Expert Opin Investig Drugs","2017","2017/04/27","","","10.1080/13543784.2017.1323869"
"29184379","Neurotransmitters and Sodium Channelopathies; Possible Link?","Hammer MF, Encinas ADC.","Pediatr Neurol Briefs. 2017 Nov;31(3):7. doi: 10.15844/pedneurbriefs-31-3-1.","Hammer MF","Pediatr Neurol Briefs","2017","2017/11/30","PMC5681457","","10.15844/pedneurbriefs-31-3-1"
